client_id,LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default_next_month
UCI_022112,60000.0,29,2,2,2,0,0,0,0,0,58501.0,2000.0,54932.0,1900.0,85672.0,1572.0,41483.0,1000.0,19394.0,700.0,18893.0,668.0,1
UCI_022775,280000.0,36,2,2,0,0,0,0,-2,-2,93982.0,15000.0,105695.0,40000.0,77704.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,0
UCI_013634,100000.0,33,1,2,0,0,2,0,0,0,90825.0,8800.0,97242.0,0.0,94407.0,2951.0,95124.0,2300.0,96354.0,7174.0,64168.0,2700.0,0
UCI_021138,200000.0,39,1,1,-2,-2,-2,-2,-2,-2,8852.0,5585.0,3103.0,2015.0,2005.0,15854.0,15776.0,2709.0,2696.0,6178.0,6147.0,16961.0,0
UCI_020397,20000.0,22,2,2,0,0,0,0,0,-1,9493.0,1500.0,10531.0,1500.0,11557.0,1500.0,12546.0,800.0,9900.0,1500.0,1000.0,0.0,0
UCI_017496,50000.0,32,2,1,0,0,0,0,0,0,36062.0,1500.0,36345.0,1847.0,10529.0,1000.0,8337.0,0.0,2475.0,0.0,0.0,0.0,0
UCI_025948,430000.0,29,2,2,-2,-2,-2,-2,-2,-2,2548.0,12082.0,12020.0,2539.0,2539.0,2250.0,2250.0,0.0,0.0,2580.0,2580.0,171.0,0
UCI_018170,60000.0,38,3,1,2,2,2,2,0,0,33044.0,0.0,32232.0,4000.0,25086.0,0.0,24404.0,1500.0,25212.0,3500.0,28147.0,2600.0,1
UCI_029124,50000.0,54,2,1,0,0,0,0,0,0,46137.0,2000.0,46975.0,2045.0,47500.0,1466.0,47921.0,600.0,17125.0,604.0,16686.0,608.0,0
UCI_005114,30000.0,36,3,2,2,2,2,2,2,2,25437.0,2000.0,26734.0,0.0,26011.0,2078.0,27353.0,0.0,26776.0,2291.0,28620.0,0.0,1
UCI_006155,30000.0,34,1,2,1,2,2,2,2,2,24022.0,1396.0,24744.0,0.0,24053.0,1967.0,25624.0,903.0,25977.0,0.0,25413.0,1100.0,1
UCI_003418,320000.0,30,3,1,0,0,0,0,0,0,49889.0,2825.0,51151.0,2961.0,48449.0,1600.0,48948.0,1579.0,49967.0,1692.0,36697.0,1068.0,0
UCI_008065,20000.0,51,2,1,-1,-1,-2,-2,-2,-2,10400.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UCI_025039,500000.0,58,1,2,0,0,0,0,0,0,201013.0,8366.0,197982.0,12063.0,137786.0,8031.0,129575.0,16114.0,135483.0,10091.0,118851.0,15123.0,0
UCI_007802,200000.0,42,1,2,-1,-1,-1,-1,-1,-1,1347.0,208.0,208.0,1677.0,1582.0,3607.0,3607.0,894.0,894.0,301.0,301.0,2457.0,1
UCI_014835,200000.0,37,1,2,0,0,0,0,0,0,118134.0,15034.0,126591.0,20038.0,134110.0,20019.0,139209.0,5014.0,135902.0,10047.0,138997.0,10238.0,0
UCI_008341,180000.0,34,2,2,2,0,0,0,2,2,51385.0,3140.0,53925.0,923.0,54848.0,4663.0,57988.0,2530.0,59438.0,3687.0,61974.0,5000.0,1
UCI_014194,50000.0,41,1,1,0,0,0,0,0,0,46631.0,2100.0,46929.0,1500.0,47393.0,824.0,22944.0,1500.0,24071.0,877.0,24397.0,2796.0,0
UCI_017463,190000.0,46,2,1,0,0,0,0,0,0,140626.0,8000.0,114690.0,5000.0,110884.0,12028.0,111200.0,5000.0,87619.0,10418.0,92418.0,5000.0,0
UCI_029616,60000.0,39,1,2,1,2,0,0,0,0,60037.0,0.0,50524.0,9000.0,58025.0,3000.0,59724.0,1200.0,28575.0,11500.0,39402.0,3000.0,1
UCI_003011,210000.0,32,2,2,0,0,0,2,0,0,85965.0,4000.0,88586.0,7500.0,94412.0,0.0,92195.0,3000.0,92491.0,5000.0,94369.0,5000.0,0
UCI_017185,260000.0,26,2,2,0,0,0,0,0,0,16150.0,2000.0,17880.0,5000.0,22248.0,5000.0,26842.0,10000.0,35997.0,20000.0,55272.0,15000.0,0
UCI_027377,350000.0,40,2,2,0,0,0,0,-1,-1,28194.0,1500.0,29334.0,2000.0,30900.0,0.0,0.0,223.0,223.0,223.0,223.0,223.0,0
UCI_009235,40000.0,33,2,2,1,2,2,0,0,-1,21576.0,3000.0,23242.0,0.0,21057.0,1000.0,20746.0,1062.0,20613.0,1600.0,867.0,1542.0,0
UCI_022366,150000.0,32,2,2,0,0,0,2,2,2,9545.0,5000.0,14350.0,3000.0,17118.0,0.0,16546.0,3800.0,20052.0,800.0,20385.0,0.0,1
UCI_027984,60000.0,28,1,2,0,0,2,0,0,0,6393.0,4278.0,10540.0,0.0,10232.0,1483.0,11237.0,673.0,11427.0,10000.0,20973.0,11540.0,1
UCI_029686,50000.0,32,3,1,0,0,0,0,0,-1,47974.0,3000.0,43680.0,2871.0,22133.0,1000.0,12882.0,163.0,8131.0,3983.0,3983.0,3771.0,1
UCI_008369,50000.0,27,2,2,2,0,0,0,0,0,48387.0,2300.0,47637.0,2100.0,48479.0,1000.0,18616.0,1000.0,19196.0,1000.0,17906.0,680.0,1
UCI_008875,60000.0,24,3,2,0,0,0,0,0,-1,33270.0,1715.0,16636.0,1400.0,17321.0,500.0,17421.0,1000.0,18421.0,900.0,891.0,19000.0,0
UCI_004575,200000.0,26,2,2,-1,-1,2,-1,0,-1,3374.0,4053.0,4053.0,0.0,2337.0,1904.0,1904.0,0.0,548.0,1403.0,1403.0,0.0,1
UCI_000817,70000.0,51,3,1,2,2,0,0,0,0,54968.0,0.0,51384.0,2100.0,49734.0,1950.0,50361.0,1900.0,49185.0,2219.0,47245.0,2100.0,1
UCI_020617,50000.0,30,3,2,0,0,0,0,0,0,43702.0,2000.0,44979.0,2501.0,46755.0,2000.0,47412.0,2000.0,47703.0,2500.0,49495.0,2000.0,0
UCI_010558,30000.0,36,2,1,0,0,0,0,0,0,6727.0,2000.0,5023.0,2000.0,6714.0,2000.0,8714.0,5000.0,9514.0,0.0,3300.0,0.0,0
UCI_007645,30000.0,49,3,2,0,-1,-1,0,-1,-1,15966.0,262.0,240.0,20416.0,17433.0,852.0,16865.0,29220.0,29220.0,728.0,11400.0,0.0,0
UCI_001466,90000.0,27,2,1,0,0,0,0,0,0,70482.0,2580.0,70591.0,2337.0,64926.0,1634.0,59949.0,1606.0,54029.0,1371.0,48170.0,620.0,0
UCI_012037,200000.0,44,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,7800.0,7800.0,30223.0,30223.0,10715.0,10715.0,1354.0,0
UCI_010881,50000.0,23,2,1,0,0,0,0,-1,0,50643.0,2741.0,50199.0,2079.0,23986.0,2177.0,-17250.0,41608.0,20129.0,713.0,20502.0,837.0,0
UCI_021949,160000.0,28,3,2,-1,-1,-1,-1,-1,-1,408.0,99.0,99.0,99.0,99.0,398.0,398.0,99.0,99.0,569.0,569.0,751.0,0
UCI_003295,380000.0,36,1,2,0,0,0,0,0,0,68943.0,8000.0,75024.0,5000.0,61114.0,2500.0,60586.0,5000.0,55489.0,4000.0,55702.0,4000.0,0
UCI_024767,430000.0,38,2,1,-2,-2,-2,-2,-2,-2,18517.0,23565.0,23565.0,34028.0,34028.0,28418.0,28407.0,33651.0,33608.0,52015.0,52015.0,21000.0,0
UCI_018839,320000.0,27,2,2,0,0,2,0,0,0,180137.0,17100.0,192621.0,0.0,178390.0,8000.0,180346.0,7000.0,178832.0,7000.0,182860.0,6000.0,0
UCI_002363,20000.0,24,2,2,8,7,6,5,4,3,24348.0,0.0,24025.0,0.0,23391.0,0.0,22757.0,0.0,21834.0,0.0,21200.0,0.0,0
UCI_024378,170000.0,39,2,1,0,0,0,0,0,0,91289.0,2486.0,74457.0,2430.0,64374.0,2224.0,63936.0,1957.0,60750.0,1917.0,54248.0,3000.0,0
UCI_016852,20000.0,45,2,1,0,0,0,0,0,0,19473.0,1896.0,19868.0,1417.0,16749.0,1206.0,17538.0,284.0,13840.0,147.0,7370.0,4937.0,0
UCI_008585,360000.0,49,2,1,1,-2,-1,-1,-2,-2,0.0,0.0,0.0,8209.0,8209.0,0.0,-41.0,0.0,-41.0,0.0,-41.0,0.0,1
UCI_013727,360000.0,36,1,1,-1,-1,-1,0,0,-2,2471.0,1000.0,467.0,11000.0,10947.0,0.0,9594.0,0.0,0.0,0.0,0.0,37704.0,0
UCI_019745,460000.0,45,1,1,-1,-1,-1,-1,-1,-1,184.0,1904.0,1899.0,1819.0,1819.0,1572.0,1572.0,237.0,237.0,1572.0,1572.0,230.0,0
UCI_023915,20000.0,23,3,2,0,0,0,0,0,0,19812.0,1300.0,20388.0,1330.0,19145.0,1309.0,20124.0,702.0,20127.0,719.0,20150.0,1000.0,0
UCI_004913,160000.0,57,3,1,-1,-1,-1,-1,-1,-1,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,390.0,0
UCI_001815,150000.0,37,2,2,0,0,0,0,0,0,86037.0,5000.0,84679.0,5000.0,82490.0,4000.0,78890.0,3500.0,75240.0,3000.0,75639.0,4000.0,0
UCI_029120,200000.0,50,1,1,-1,2,2,-1,0,-1,2070.0,2500.0,3250.0,0.0,0.0,2250.0,1500.0,0.0,750.0,750.0,750.0,845.0,0
UCI_016546,30000.0,26,2,2,0,0,0,0,0,2,27889.0,2875.0,26990.0,4900.0,24706.0,2000.0,25022.0,2100.0,26405.0,0.0,25861.0,2500.0,0
UCI_016967,260000.0,53,1,1,0,0,0,0,0,0,73223.0,2001.0,66672.0,2048.0,64075.0,2129.0,63922.0,1660.0,60089.0,1568.0,53326.0,1997.0,0
UCI_027562,230000.0,56,1,1,0,0,0,0,0,0,38349.0,1933.0,39154.0,1700.0,39921.0,1600.0,40828.0,1340.0,37934.0,1548.0,38889.0,1844.0,0
UCI_012666,200000.0,39,2,1,1,-2,-1,-1,-1,-2,0.0,0.0,0.0,12888.0,12888.0,2075.0,2075.0,0.0,0.0,0.0,0.0,5051.0,0
UCI_019779,170000.0,44,3,2,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UCI_009502,330000.0,34,1,2,0,0,0,0,0,0,173630.0,8000.0,178833.0,12000.0,187820.0,7000.0,190202.0,8000.0,194964.0,7287.0,199008.0,7400.0,0
UCI_024817,240000.0,36,2,1,0,0,0,0,0,0,239003.0,9700.0,227962.0,8500.0,231284.0,12036.0,239410.0,8300.0,184094.0,5000.0,101776.0,5000.0,0
UCI_002940,390000.0,31,1,2,0,0,0,0,0,0,19469.0,2227.0,17227.0,2400.0,17400.0,2180.0,19180.0,1036.0,20036.0,2071.0,4071.0,3291.0,0
UCI_026307,210000.0,29,1,2,-1,-1,-1,-1,-1,2,871.0,27371.0,27371.0,871.0,871.0,871.0,871.0,2042.0,2042.0,0.0,1021.0,1666.0,0
UCI_006162,230000.0,28,1,2,-2,-1,-1,-1,-1,-1,23855.0,18309.0,18298.0,1741.0,1741.0,33188.0,16594.0,20000.0,18261.0,19000.0,18333.0,19319.0,0
UCI_022673,50000.0,31,3,2,0,0,0,0,0,-1,41124.0,1750.0,38634.0,3016.0,75580.0,1000.0,17014.0,0.0,-1963.0,10400.0,7671.0,5000.0,0
UCI_008622,50000.0,42,3,1,0,0,0,0,0,0,51123.0,2089.0,50646.0,2190.0,41150.0,1100.0,30405.0,1271.0,30671.0,1264.0,30664.0,2778.0,0
UCI_012268,200000.0,36,3,1,-1,-1,-1,-1,-1,-1,5308.0,3981.0,3959.0,13909.0,13868.0,4106.0,4094.0,2253.0,2247.0,17847.0,17794.0,2123.0,0
UCI_010926,360000.0,46,2,1,1,-2,-2,-2,-2,-2,5800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76873.0,0
UCI_014822,80000.0,25,2,2,0,0,2,-1,-1,-1,57994.0,3327.0,17695.0,44.0,7987.0,2629.0,2622.0,2457.0,2449.0,0.0,-331.0,0.0,0
UCI_009669,500000.0,44,1,1,-1,-1,-1,0,-1,-1,367.0,16652.0,15272.0,76146.0,12925.0,67697.0,75667.0,67609.0,67609.0,71946.0,71946.0,14000.0,0
UCI_006684,10000.0,38,1,1,-1,-1,2,0,0,2,4711.0,5000.0,9617.0,0.0,9307.0,500.0,9665.0,1100.0,10470.0,0.0,10169.0,1000.0,1
UCI_029134,350000.0,59,1,1,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42800.0,42800.0,0.0,0
UCI_024892,410000.0,46,2,1,-1,-1,-1,-1,-1,-1,5135.0,2916.0,2916.0,13379.0,13379.0,5180.0,5165.0,5851.0,5034.0,3089.0,3089.0,6271.0,0
UCI_025947,330000.0,39,2,2,-1,0,0,0,0,0,8872.0,8284.0,15284.0,5467.0,20467.0,5200.0,25200.0,10000.0,35000.0,0.0,0.0,0.0,0
UCI_017374,110000.0,33,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.0,0
UCI_012649,160000.0,40,2,1,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UCI_006869,80000.0,25,6,2,0,0,0,-2,-1,0,6643.0,3000.0,9400.0,0.0,0.0,0.0,0.0,45568.0,11457.0,3000.0,6709.0,3001.0,0
UCI_000597,360000.0,29,2,2,0,0,0,0,0,0,268112.0,9429.0,263368.0,8738.0,259969.0,7017.0,255832.0,7154.0,245462.0,7073.0,250244.0,7300.0,0
UCI_018809,210000.0,31,1,2,0,0,0,0,0,0,10968.0,2000.0,12480.0,6016.0,16919.0,1000.0,11775.0,1500.0,13275.0,13000.0,24901.0,500.0,0
UCI_014351,30000.0,22,2,2,0,0,0,0,0,0,27849.0,2000.0,29094.0,1200.0,29352.0,614.0,29766.0,520.0,19933.0,335.0,10921.0,0.0,0
UCI_027648,50000.0,24,3,2,0,0,0,0,0,0,48658.0,1900.0,46749.0,1613.0,42190.0,1504.0,30683.0,1200.0,29140.0,1100.0,28986.0,1100.0,0
UCI_002239,150000.0,50,3,1,-1,-1,-1,-1,-1,-1,3644.0,875.0,875.0,2162.0,2162.0,0.0,0.0,5085.0,5085.0,2887.0,2887.0,0.0,0
UCI_017874,130000.0,29,1,2,0,0,-2,-2,-2,-2,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UCI_010600,50000.0,23,2,2,1,2,0,0,0,0,6226.0,0.0,5981.0,1032.0,6870.0,200.0,7038.0,285.0,2268.0,3000.0,5051.0,2000.0,0
UCI_004181,80000.0,50,3,1,0,0,0,0,0,0,6627.0,3000.0,9503.0,3000.0,11966.0,3000.0,14493.0,8000.0,20328.0,3506.0,23506.0,3000.0,0
UCI_025963,330000.0,31,1,1,0,0,0,0,0,0,22285.0,1700.0,23111.0,1700.0,23622.0,1700.0,23253.0,1000.0,22525.0,1000.0,22419.0,1211.0,0
UCI_017223,120000.0,26,1,2,0,0,0,0,0,0,103452.0,4000.0,104546.0,4000.0,105326.0,10000.0,111987.0,4000.0,112652.0,5000.0,114337.0,4200.0,0
UCI_020972,60000.0,43,3,1,0,0,0,0,0,0,44057.0,1669.0,42706.0,2000.0,42345.0,1870.0,42849.0,1000.0,17490.0,586.0,15633.0,619.0,0
UCI_011882,200000.0,39,1,2,-1,-1,-1,-1,-1,-1,10140.0,9984.0,9956.0,16754.0,16636.0,38522.0,38409.0,8983.0,8958.0,4585.0,4573.0,4549.0,0
UCI_002686,100000.0,44,3,1,0,0,0,0,0,0,39649.0,5000.0,43608.0,5000.0,46899.0,1554.0,47447.0,1595.0,48035.0,1686.0,40484.0,1200.0,0
UCI_028812,60000.0,46,1,2,0,0,0,0,0,0,16017.0,22000.0,30073.0,3000.0,18385.0,3000.0,20732.0,1000.0,21196.0,3000.0,23175.0,0.0,0
UCI_023364,400000.0,35,1,2,-2,-2,-2,-2,-2,-2,26930.0,11187.0,11187.0,16596.0,16593.0,18572.0,18569.0,16947.0,16947.0,28590.0,28590.0,159259.0,0
UCI_025699,200000.0,27,2,2,-1,-1,-1,-1,-1,-1,6369.0,5830.0,5830.0,7254.0,7254.0,7164.0,7164.0,4675.0,4576.0,5792.0,5792.0,5196.0,0
UCI_001479,210000.0,30,1,2,1,-2,-2,-2,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49525.0,49525.0,0.0,0.0,0.0,1
UCI_012569,200000.0,40,1,2,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
UCI_017207,160000.0,45,3,1,-1,-1,-2,-2,-1,0,227.0,280.0,-385.0,6.0,-379.0,75.0,-1464.0,3574.0,2110.0,5.0,1462.0,246.0,0
UCI_010870,50000.0,28,2,2,0,0,0,0,0,0,48433.0,2000.0,49608.0,1500.0,45568.0,442.0,9742.0,300.0,8790.0,238.0,6591.0,500.0,1
UCI_019834,210000.0,40,2,1,0,0,0,0,0,0,111508.0,4100.0,113753.0,5000.0,116845.0,4009.0,113571.0,3500.0,105052.0,4000.0,104167.0,5000.0,0
UCI_010871,80000.0,37,2,1,2,2,2,2,2,2,58024.0,2800.0,59300.0,2100.0,59831.0,2300.0,60554.0,2500.0,61938.0,2500.0,63269.0,500.0,1
UCI_015490,30000.0,28,3,1,-1,0,0,0,2,0,38390.0,4200.0,20830.0,36444.0,56262.0,4360.0,59113.0,4.0,58016.0,2204.0,30900.0,0.0,0
UCI_001556,340000.0,52,1,1,-2,-2,-2,-2,-2,-2,30832.0,33670.0,33652.0,35212.0,35192.0,30000.0,30000.0,10766.0,10766.0,33905.0,33887.0,30200.0,1
UCI_011213,130000.0,57,3,1,0,0,0,0,0,0,125824.0,4000.0,80801.0,4000.0,81929.0,3000.0,41671.0,2500.0,42034.0,1500.0,32219.0,2000.0,1
UCI_026983,170000.0,44,3,1,0,0,0,0,0,0,159094.0,6000.0,161938.0,7000.0,166062.0,7000.0,170023.0,7000.0,173854.0,8000.0,179390.0,7000.0,0
UCI_001089,30000.0,35,3,1,0,0,0,0,0,0,28786.0,1500.0,26496.0,1450.0,25098.0,1500.0,26209.0,1500.0,25325.0,1500.0,26400.0,1500.0,0
UCI_015480,360000.0,32,3,1,-2,-2,-2,-2,-2,-2,33597.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0
UCI_025479,180000.0,28,1,2,0,0,0,0,0,0,6396.0,7000.0,12595.0,7000.0,18704.0,7000.0,24410.0,7000.0,29184.0,5000.0,7325.0,326.0,0
UCI_024886,260000.0,37,1,1,-2,-2,-2,-2,-2,-2,5275.0,0.0,-200.0,0.0,-200.0,2715.0,2515.0,0.0,0.0,20532.0,20532.0,0.0,0
UCI_013792,20000.0,22,2,2,1,2,2,2,0,0,14380.0,0.0,13536.0,2040.0,15040.0,0.0,14174.0,526.0,14472.0,532.0,14763.0,1585.0,0
UCI_021566,50000.0,23,3,2,0,0,0,0,0,0,32644.0,2000.0,34096.0,1700.0,34941.0,1502.0,34243.0,1000.0,28014.0,1200.0,28528.0,1200.0,0
UCI_027691,270000.0,25,1,2,-1,-1,-1,-1,-1,-1,4999.0,5588.0,5588.0,3366.0,3366.0,0.0,0.0,2192.0,2192.0,0.0,0.0,18192.0,0
UCI_014779,250000.0,24,2,2,2,0,0,0,0,0,69770.0,3562.0,70954.0,1914.0,70681.0,1517.0,69497.0,2000.0,41367.0,8001.0,17004.0,295.0,1
UCI_013560,80000.0,65,3,1,0,0,0,-1,-1,-1,25043.0,1374.0,17472.0,1026.0,8922.0,3944.0,3932.0,3208.0,2900.0,0.0,0.0,0.0,0
UCI_021015,130000.0,41,2,2,0,0,0,0,0,0,131762.0,3466.0,106130.0,2781.0,66523.0,1702.0,55678.0,602.0,20290.0,492.0,14802.0,515.0,1
UCI_011555,150000.0,42,1,1,8,7,6,5,4,3,161569.0,0.0,159190.0,0.0,155821.0,0.0,153075.0,0.0,151269.0,0.0,149723.0,15.0,1
UCI_017175,250000.0,29,2,2,2,2,2,0,0,0,252354.0,11783.0,258503.0,0.0,252087.0,8065.0,246649.0,5404.0,177663.0,5000.0,125960.0,5000.0,1
UCI_006178,50000.0,35,2,2,0,0,0,0,0,-1,57570.0,2460.0,54383.0,1140.0,49966.0,226.0,7825.0,555.0,3753.0,35190.0,34287.0,1203.0,1
UCI_008397,90000.0,24,1,2,0,0,0,0,0,2,30639.0,2913.0,25390.0,9000.0,27618.0,0.0,26382.0,2000.0,27546.0,0.0,17660.0,10639.0,0
UCI_017145,500000.0,28,1,2,0,-1,-1,-1,-1,0,6618.0,8984.0,8984.0,9570.0,9558.0,7432.0,7426.0,11130.0,11130.0,10000.0,15382.0,22212.0,0
UCI_022594,350000.0,40,1,1,-2,-2,-2,-2,-2,-2,3286.0,0.0,-114.0,20596.0,20482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
UCI_014970,180000.0,31,1,2,-1,-1,-1,-1,0,0,4582.0,1359.0,1359.0,316.0,316.0,3072.0,3072.0,0.0,2756.0,0.0,2440.0,316.0,1
UCI_014386,50000.0,43,2,2,1,2,0,0,0,0,48777.0,0.0,47331.0,2000.0,48010.0,1000.0,24331.0,2000.0,25553.0,2000.0,26733.0,2000.0,0
UCI_006925,50000.0,49,2,3,0,0,0,0,0,2,45681.0,1209.0,14657.0,1300.0,9677.0,350.0,8826.0,1500.0,10177.0,0.0,9865.0,300.0,0
UCI_014997,140000.0,29,2,2,0,0,0,0,0,0,116597.0,3018.0,55208.0,3000.0,47397.0,1356.0,45860.0,2000.0,46264.0,2000.0,41870.0,1500.0,0
UCI_027387,140000.0,44,2,2,2,0,0,0,0,0,84371.0,3046.0,85119.0,3153.0,86901.0,4126.0,89583.0,3231.0,90432.0,3351.0,92332.0,3400.0,1
UCI_005534,290000.0,35,1,2,-2,-2,-2,-2,-2,-2,184910.0,4166.0,118701.0,3400.0,97606.0,2588.0,76053.0,1696.0,53994.0,1113.0,31812.0,1647.0,1
UCI_010850,50000.0,38,2,2,0,-1,-1,0,0,0,4965.0,500.0,495.0,17000.0,16982.0,800.0,17203.0,800.0,17577.0,800.0,17936.0,900.0,0
UCI_014240,80000.0,26,1,2,0,0,0,0,0,0,19891.0,1576.0,20650.0,1424.0,21002.0,576.0,19478.0,1000.0,17882.0,102.0,5120.0,300.0,0
UCI_017082,20000.0,25,2,2,0,0,0,0,0,0,18519.0,2000.0,20195.0,1376.0,19638.0,1121.0,17198.0,460.0,14253.0,6000.0,18475.0,624.0,0
UCI_019901,200000.0,42,3,1,-1,-1,-1,2,-1,0,390.0,742.0,742.0,4000.0,4352.0,0.0,390.0,780.0,780.0,0.0,390.0,1757.0,0
UCI_027007,70000.0,34,2,1,0,0,0,0,2,0,27202.0,3000.0,29424.0,3000.0,31941.0,4000.0,35087.0,0.0,34226.0,2000.0,35514.0,8200.0,0
UCI_001803,300000.0,31,3,1,-1,-1,-1,-1,-1,-1,331.0,332.0,331.0,332.0,331.0,332.0,331.0,0.0,-1.0,200.0,199.0,0.0,0
UCI_014637,170000.0,43,1,2,-1,-1,-1,-1,-1,-1,1866.0,5750.0,5750.0,200.0,200.0,41467.0,41467.0,1328.0,1028.0,2643.0,2643.0,126.0,0
UCI_028257,270000.0,45,1,1,0,0,0,0,0,0,218116.0,10041.0,207533.0,10064.0,204532.0,9238.0,196061.0,6000.0,180142.0,8044.0,185838.0,7030.0,0
UCI_029870,80000.0,31,2,2,0,0,0,0,3,2,50244.0,1835.0,51243.0,1903.0,52319.0,6800.0,58245.0,0.0,56728.0,0.0,55691.0,2100.0,0
UCI_003419,50000.0,54,3,1,2,0,0,-1,0,0,55518.0,3000.0,52931.0,4000.0,55122.0,53083.0,33975.0,1268.0,18827.0,708.0,19222.0,664.0,0
UCI_010683,480000.0,33,1,2,0,0,0,0,0,0,118986.0,30000.0,62137.0,30276.0,79556.0,30000.0,97836.0,30000.0,96299.0,15000.0,88757.0,15000.0,0
UCI_017768,320000.0,53,3,2,0,0,0,0,0,0,188373.0,276698.0,281060.0,11020.0,261698.0,11000.0,265703.0,9486.0,175925.0,20000.0,188982.0,10000.0,0
UCI_006982,80000.0,38,2,1,-1,-1,-1,-1,-1,-1,1894.0,316.0,316.0,316.0,316.0,514.0,514.0,316.0,316.0,1605.0,1605.0,316.0,1
UCI_000367,50000.0,61,2,1,0,0,0,0,0,0,47166.0,3000.0,49396.0,2237.0,50476.0,975.0,23319.0,1000.0,23171.0,2000.0,24774.0,1039.0,0
UCI_011113,260000.0,30,1,2,2,-1,-1,-1,-1,-1,1196.0,2000.0,1563.0,1500.0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,1443.0,3943.0,0
UCI_028328,110000.0,42,2,1,-1,-1,-1,-1,-1,-1,776.0,776.0,776.0,776.0,776.0,776.0,776.0,776.0,776.0,926.0,926.0,776.0,0
UCI_013388,280000.0,37,3,1,0,0,0,0,0,0,271276.0,16991.0,275970.0,10447.0,280276.0,6006.0,188923.0,6006.0,192333.0,6147.0,195774.0,5001.0,1
UCI_012425,220000.0,30,3,2,0,0,-1,-1,-1,-1,35258.0,1066.0,17740.0,4723.0,4698.0,5051.0,5036.0,8293.0,8269.0,3692.0,3681.0,3087.0,0
UCI_000377,30000.0,43,2,1,1,2,0,0,0,2,20518.0,0.0,19901.0,1342.0,20905.0,946.0,21509.0,4200.0,25183.0,0.0,24242.0,1000.0,0
REPL_C1_0019,30000.0,25,2,1,2,0,0,0,0,0,27458.0,1267.0,21203.0,1342.0,18394.0,1508.0,19560.0,500.0,13035.0,1000.0,13836.0,1102.0,1
UCI_017224,20000.0,26,1,2,1,2,0,0,0,0,17040.0,0.0,16474.0,1300.0,17203.0,1500.0,18411.0,824.0,18929.0,696.0,19171.0,1011.0,0
UCI_023635,500000.0,49,1,1,-2,-2,-2,-2,-2,-2,27936.0,2305.0,2305.0,9083.0,9073.0,6105.0,5714.0,31868.0,31868.0,3663.0,3663.0,8110.0,0
UCI_013831,210000.0,30,2,1,0,0,0,0,0,0,134664.0,6006.0,136326.0,5005.0,135173.0,8500.0,124843.0,4392.0,125294.0,4000.0,104545.0,4000.0,0
UCI_022015,90000.0,24,2,2,0,0,-2,-1,-1,-2,3386.0,0.0,-63.0,780.0,0.0,1176.0,1176.0,0.0,0.0,0.0,0.0,0.0,0
UCI_001151,210000.0,36,2,1,-1,-1,-1,0,-1,-1,396.0,590.0,590.0,2042.0,2042.0,0.0,1646.0,396.0,396.0,396.0,396.0,396.0,0
UCI_003447,200000.0,33,2,2,0,0,0,0,0,0,198878.0,7700.0,195883.0,7527.0,190282.0,4900.0,164492.0,5100.0,165076.0,5300.0,166008.0,4610.0,1
UCI_029791,250000.0,44,1,1,-1,-1,-1,-1,-1,0,3704.0,5319.0,5303.0,26036.0,25959.0,6373.0,6354.0,3000.0,2994.0,4376.0,5360.0,3609.0,0
UCI_012267,290000.0,37,3,2,-1,-1,-1,-1,-1,-1,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,396.0,0
UCI_009600,480000.0,29,1,2,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
