client_id,LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_next_month,dataset_source
SYN_CLI_023235,169597.0,65,2,3,-1,3,-2,-1,4,4,48500.0,46200.0,64400.0,66900.0,75000.0,20200.0,22800.0,14700.0,26100.0,40000.0,48300.0,8700.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_024097,309429.0,28,1,3,-2,-1,2,0,-2,3,239800.0,169400.0,139900.0,115800.0,15900.0,138700.0,138200.0,55000.0,97700.0,42900.0,3800.0,32900.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_017186,437041.0,22,2,2,4,1,3,2,4,2,238300.0,241300.0,82800.0,131300.0,27500.0,38200.0,20500.0,51600.0,21000.0,5700.0,8800.0,1600.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_020827,343877.0,33,2,1,1,0,0,4,-1,-1,242300.0,273900.0,220800.0,248000.0,153500.0,186200.0,110300.0,26400.0,88800.0,17800.0,26600.0,6600.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_010683,351538.0,70,1,2,0,3,-2,3,-2,2,186400.0,250500.0,148800.0,206900.0,79200.0,207300.0,128600.0,27600.0,40900.0,113000.0,9200.0,82600.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_014936,98295.0,22,2,1,-1,0,3,4,4,1,15800.0,52600.0,39600.0,41100.0,62800.0,68400.0,7600.0,35900.0,2800.0,13700.0,39400.0,25200.0,0,SYNTHETIC_CREDIT_RISK
UCI_026531,60000.0,55,3,1,3,2,0,0,0,0,74786.0,71575.0,63821.0,63719.0,63807.0,57482.0,0.0,9400.0,2271.0,2425.0,2087.0,2142.0,1,UCI_CREDIT_CARD
SYN_CLI_022966,70726.0,69,3,3,1,-2,3,3,2,-1,41300.0,35900.0,50700.0,28800.0,11300.0,8500.0,18600.0,1600.0,33100.0,8000.0,300.0,4600.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_012651,193637.0,65,3,1,1,4,-2,-2,3,2,90300.0,17300.0,78300.0,23300.0,23600.0,36900.0,50100.0,1000.0,18500.0,8100.0,100.0,22000.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_009815,261152.0,74,1,3,3,1,1,3,3,2,51000.0,43200.0,30300.0,111100.0,101000.0,61600.0,19400.0,27000.0,9400.0,74800.0,21600.0,16900.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_027914,121356.0,68,1,1,-1,3,-1,2,3,2,64200.0,31900.0,65000.0,51400.0,105100.0,80200.0,39800.0,20900.0,44500.0,22600.0,40100.0,29900.0,1,SYNTHETIC_CREDIT_RISK
UCI_024243,200000.0,30,3,2,-2,-2,-2,-2,-2,-2,0.0,680.0,1100.0,1500.0,1402.0,0.0,680.0,1100.0,1500.0,1402.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_008258,310000.0,39,1,1,1,-1,0,0,0,0,166517.0,18901.0,19781.0,22432.0,24058.0,25646.0,150000.0,1500.0,3000.0,2000.0,2000.0,3000.0,0,UCI_CREDIT_CARD
SYN_CLI_017173,246363.0,63,4,3,4,3,-1,1,0,-1,51900.0,98000.0,131500.0,97300.0,57000.0,90300.0,15600.0,58600.0,3900.0,4500.0,4600.0,57200.0,0,SYNTHETIC_CREDIT_RISK
UCI_025759,270000.0,28,2,1,0,0,0,0,0,0,322249.0,298700.0,308133.0,263516.0,94062.0,92618.0,10000.0,13000.0,12000.0,5000.0,4000.0,5000.0,0,UCI_CREDIT_CARD
UCI_005990,180000.0,32,1,2,0,0,0,0,0,0,85040.0,77213.0,68131.0,62704.0,60133.0,59335.0,2937.0,2226.0,2271.0,2108.0,3012.0,1933.0,0,UCI_CREDIT_CARD
SYN_CLI_005347,253940.0,74,4,2,3,4,-1,-1,-2,0,188800.0,28200.0,34700.0,84400.0,219300.0,119400.0,64000.0,9800.0,19000.0,19900.0,74100.0,28100.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_023666,294314.0,22,3,1,3,-2,-1,1,-1,3,185200.0,161200.0,148800.0,170300.0,176400.0,191100.0,54600.0,101900.0,94300.0,94900.0,37800.0,11400.0,0,SYNTHETIC_CREDIT_RISK
UCI_002961,50000.0,35,1,1,0,0,0,0,0,-1,46532.0,46624.0,45438.0,39527.0,7997.0,462.0,3000.0,1200.0,9.0,500.0,462.0,1500.0,0,UCI_CREDIT_CARD
SYN_CLI_018552,32052.0,60,2,3,0,4,-2,2,-2,1,12500.0,24000.0,7300.0,13400.0,21900.0,3500.0,400.0,11600.0,1200.0,7200.0,2800.0,2000.0,1,SYNTHETIC_CREDIT_RISK
UCI_026844,360000.0,47,2,1,-2,-2,-2,-2,-2,-2,1730.0,2500.0,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_002900,130000.0,29,2,2,-1,-1,2,0,0,-1,1110.0,1170.0,780.0,390.0,0.0,780.0,1170.0,0.0,0.0,0.0,780.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_004919,423681.0,52,4,1,3,4,1,3,3,3,87000.0,27700.0,155200.0,226300.0,313100.0,241700.0,13800.0,2100.0,91000.0,139200.0,2800.0,27300.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_003165,72814.0,40,3,2,4,4,4,-2,-2,-1,20900.0,47300.0,57700.0,22400.0,44700.0,13700.0,400.0,18200.0,39800.0,8200.0,10300.0,7000.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_023169,468474.0,64,4,1,0,-2,3,2,0,2,203700.0,74000.0,129100.0,83700.0,318700.0,226300.0,78700.0,8600.0,48600.0,48900.0,128200.0,62600.0,0,SYNTHETIC_CREDIT_RISK
UCI_024259,20000.0,31,2,2,-1,-1,-1,2,0,0,5380.0,0.0,184.0,184.0,5932.0,7725.0,0.0,184.0,0.0,5924.0,2000.0,2451.0,0,UCI_CREDIT_CARD
SYN_CLI_023317,335125.0,70,3,3,4,3,-2,-1,3,-1,46000.0,93400.0,200600.0,211700.0,104600.0,45200.0,15500.0,50900.0,103300.0,41300.0,69900.0,5700.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_017680,350273.0,21,4,3,1,0,4,-2,1,3,15500.0,253000.0,29900.0,79900.0,118500.0,135100.0,8900.0,154500.0,700.0,23900.0,3100.0,7400.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_001564,460208.0,53,2,3,0,4,1,3,-2,4,266900.0,266100.0,263200.0,232500.0,165200.0,133000.0,96000.0,140900.0,36000.0,68000.0,94900.0,60800.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_004310,305181.0,75,3,1,-1,3,3,-1,1,1,138300.0,52800.0,32500.0,165300.0,55000.0,78100.0,13900.0,18000.0,22700.0,5400.0,17000.0,37500.0,1,SYNTHETIC_CREDIT_RISK
UCI_004422,260000.0,29,1,2,-2,-2,-2,-2,-1,-1,1476.0,1476.0,1476.0,1476.0,20976.0,1476.0,1476.0,1476.0,1476.0,20976.0,1476.0,1476.0,0,UCI_CREDIT_CARD
UCI_012433,20000.0,24,2,2,2,2,4,4,4,4,1650.0,1650.0,1650.0,1650.0,1650.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_016975,387173.0,24,4,3,3,3,2,-2,2,1,156100.0,202100.0,184000.0,346600.0,234000.0,68300.0,4300.0,42600.0,5500.0,81300.0,51200.0,8200.0,1,SYNTHETIC_CREDIT_RISK
UCI_019242,30000.0,42,2,1,2,0,0,0,0,2,9985.0,10688.0,11710.0,13030.0,13776.0,13415.0,1176.0,1198.0,1518.0,1264.0,0.0,1308.0,1,UCI_CREDIT_CARD
SYN_CLI_002963,486917.0,25,4,3,0,-1,2,-2,1,2,273300.0,158300.0,167900.0,339500.0,104100.0,265100.0,135900.0,63900.0,94700.0,67800.0,25900.0,68000.0,0,SYNTHETIC_CREDIT_RISK
UCI_007557,20000.0,30,2,2,0,-1,0,0,0,0,12755.0,832.0,2800.0,1231.0,1052.0,0.0,832.0,1000.0,900.0,500.0,0.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_026339,351666.0,46,1,1,-2,-2,-1,-1,-1,1,193500.0,39000.0,21900.0,154000.0,110600.0,300700.0,134300.0,10200.0,10200.0,73100.0,20500.0,66600.0,0,SYNTHETIC_CREDIT_RISK
UCI_025611,120000.0,32,2,2,0,0,-2,-2,-2,-2,40420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_008589,160000.0,44,3,2,-1,-1,-1,0,-1,-1,325.0,325.0,650.0,325.0,475.0,650.0,325.0,650.0,0.0,475.0,650.0,625.0,0,UCI_CREDIT_CARD
SYN_CLI_022606,479990.0,21,4,1,-2,-2,-2,0,3,0,257100.0,288800.0,318800.0,239000.0,172400.0,21200.0,130800.0,38200.0,101500.0,37800.0,36100.0,3500.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_020149,268927.0,51,2,1,-1,2,2,0,3,0,176300.0,47400.0,58000.0,142100.0,187500.0,115400.0,24100.0,12700.0,13300.0,36400.0,73600.0,57600.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_021017,184342.0,41,1,3,4,2,4,4,0,-1,123300.0,128600.0,103700.0,118100.0,18500.0,126300.0,42700.0,18700.0,27000.0,67100.0,7600.0,50900.0,1,SYNTHETIC_CREDIT_RISK
UCI_008887,70000.0,26,3,0,1,2,2,0,0,0,39073.0,40154.0,39214.0,39861.0,41063.0,42918.0,2000.0,0.0,1600.0,2000.0,2700.0,1500.0,1,UCI_CREDIT_CARD
UCI_002659,180000.0,46,1,1,1,2,2,2,2,2,82505.0,86302.0,84020.0,97554.0,95878.0,112141.0,6000.0,0.0,15000.0,0.0,18000.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_026936,371398.0,63,2,2,2,-2,2,3,-2,1,32900.0,173200.0,166400.0,189800.0,150400.0,179700.0,21100.0,36400.0,29300.0,65500.0,90000.0,114800.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_001164,270391.0,32,3,2,3,2,3,3,4,3,114800.0,126400.0,136000.0,66300.0,72300.0,82900.0,8900.0,57000.0,55900.0,22400.0,44300.0,8600.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_020553,85729.0,71,3,2,-1,1,3,1,4,3,79400.0,35100.0,27500.0,26900.0,20800.0,64300.0,40300.0,15900.0,18800.0,2500.0,2300.0,4300.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_006600,22974.0,31,1,3,-2,0,0,0,4,-1,5400.0,13300.0,7600.0,3700.0,11500.0,5300.0,1100.0,1500.0,2900.0,2000.0,4700.0,100.0,0,SYNTHETIC_CREDIT_RISK
UCI_021093,260000.0,42,5,1,0,0,0,0,0,0,204017.0,182048.0,63074.0,262317.0,201344.0,191829.0,8000.0,7100.0,200140.0,6500.0,6000.0,6500.0,0,UCI_CREDIT_CARD
UCI_002300,80000.0,33,2,2,0,-1,-1,0,-1,-1,17254.0,811.0,1533.0,722.0,811.0,337.0,1000.0,1533.0,0.0,900.0,337.0,1000.0,0,UCI_CREDIT_CARD
UCI_006987,60000.0,27,1,2,-1,-1,-1,-1,-1,2,3136.0,1286.0,1047.0,-239.0,1475.0,1289.0,1286.0,1047.0,0.0,3000.0,0.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_003891,288034.0,46,2,1,-1,2,-2,2,3,4,135700.0,172200.0,113000.0,14300.0,153300.0,123100.0,38100.0,10700.0,69600.0,8100.0,80000.0,80400.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_002415,192295.0,41,3,2,0,-1,2,4,4,4,48000.0,142600.0,37200.0,58600.0,52500.0,12300.0,8100.0,89800.0,13800.0,30000.0,14100.0,5200.0,1,SYNTHETIC_CREDIT_RISK
UCI_020444,140000.0,27,2,2,0,0,0,0,0,0,80210.0,67746.0,76230.0,77954.0,78953.0,81848.0,10000.0,10000.0,3393.0,3260.0,5000.0,3000.0,0,UCI_CREDIT_CARD
SYN_CLI_009577,181642.0,67,4,1,3,3,4,-1,0,4,70700.0,102500.0,50700.0,100100.0,60400.0,53200.0,32200.0,19400.0,5500.0,5200.0,5800.0,9900.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_022309,411011.0,65,1,2,1,2,1,1,-1,-1,167800.0,169800.0,8200.0,45600.0,37100.0,120600.0,43100.0,19200.0,1600.0,26700.0,6400.0,41000.0,1,SYNTHETIC_CREDIT_RISK
UCI_023541,360000.0,45,2,2,-2,-1,2,2,-2,-2,0.0,2500.0,2500.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_013652,140000.0,31,1,2,-1,-1,-1,-1,-1,-1,727.0,829.0,550.0,1045.0,432.0,898.0,829.0,550.0,1045.0,432.0,898.0,208.0,0,UCI_CREDIT_CARD
UCI_016001,20000.0,44,2,3,3,2,2,7,7,7,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,1,UCI_CREDIT_CARD
SYN_CLI_022509,344546.0,30,4,3,4,0,4,0,2,0,49600.0,168400.0,229400.0,28500.0,71900.0,136100.0,18400.0,69200.0,87600.0,19700.0,19900.0,14100.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_015201,27534.0,62,3,1,2,1,3,1,4,2,11600.0,9600.0,7700.0,6300.0,6500.0,11500.0,300.0,2900.0,2700.0,2700.0,2700.0,3400.0,1,SYNTHETIC_CREDIT_RISK
UCI_025648,130000.0,47,2,1,-1,-1,-1,-1,-1,-2,2317.0,29.0,2595.0,1030.0,-1121.0,-2452.0,3000.0,3000.0,1000.0,897.0,0.0,2003.0,1,UCI_CREDIT_CARD
SYN_CLI_007898,439115.0,50,1,3,-2,2,0,4,0,4,65000.0,147800.0,121300.0,331400.0,238600.0,201400.0,1200.0,22900.0,73100.0,7800.0,25100.0,101200.0,1,SYNTHETIC_CREDIT_RISK
UCI_020514,20000.0,27,2,2,1,-1,0,0,0,0,0.0,18965.0,20042.0,20115.0,20000.0,16433.0,18965.0,1391.0,1207.0,602.0,707.0,672.0,0,UCI_CREDIT_CARD
SYN_CLI_022960,424331.0,70,1,2,-1,4,1,3,0,3,167200.0,168300.0,137300.0,178700.0,19900.0,108900.0,64300.0,98600.0,92000.0,27000.0,5200.0,62000.0,0,SYNTHETIC_CREDIT_RISK
UCI_019963,260000.0,42,1,1,0,0,-1,-1,0,-1,16827.0,8606.0,3856.0,12996.0,8788.0,15104.0,1500.0,3856.0,13000.0,0.0,15104.0,16764.0,0,UCI_CREDIT_CARD
UCI_029590,120000.0,33,2,1,-1,-1,-1,-1,-1,-1,1336.0,-5.0,500.0,500.0,150.0,150.0,0.0,505.0,500.0,150.0,150.0,941.0,0,UCI_CREDIT_CARD
SYN_CLI_021898,236579.0,29,2,2,3,4,-2,2,-1,1,115900.0,109200.0,136600.0,90400.0,53700.0,100900.0,17900.0,56300.0,4900.0,17700.0,31300.0,39700.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_006165,132353.0,63,2,1,-2,-2,1,-1,0,0,69600.0,4300.0,32600.0,26900.0,90800.0,74600.0,3200.0,1100.0,3900.0,1200.0,17800.0,45700.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_025947,302801.0,62,2,1,-1,1,0,0,2,-1,154700.0,69200.0,136400.0,95100.0,139300.0,50200.0,71600.0,18900.0,9600.0,66500.0,7300.0,27500.0,0,SYNTHETIC_CREDIT_RISK
UCI_021909,200000.0,27,2,2,-1,-1,-1,-1,-1,-1,1126.0,390.0,390.0,390.0,540.0,770.0,390.0,390.0,390.0,540.0,770.0,13993.0,0,UCI_CREDIT_CARD
SYN_CLI_003924,214454.0,58,3,2,-1,2,2,1,-2,1,175300.0,137200.0,114300.0,27200.0,38400.0,116100.0,75600.0,9900.0,52300.0,6900.0,23600.0,51500.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_015515,269599.0,60,2,1,2,-2,4,-1,1,0,82900.0,33600.0,66600.0,191600.0,77900.0,150100.0,35100.0,17800.0,27600.0,24800.0,48600.0,8500.0,0,SYNTHETIC_CREDIT_RISK
UCI_007129,210000.0,33,2,1,0,0,0,0,0,-1,8770.0,10972.0,22610.0,10161.0,5933.0,4164.0,6000.0,15042.0,5000.0,0.0,4164.0,816.0,1,UCI_CREDIT_CARD
SYN_CLI_014729,216170.0,48,3,1,3,1,3,4,4,4,134000.0,93400.0,99600.0,119700.0,40600.0,134800.0,83100.0,55700.0,9000.0,45900.0,9500.0,45000.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_006996,381566.0,56,3,1,-2,4,-1,4,-1,4,77100.0,149500.0,210100.0,339200.0,241700.0,147500.0,11500.0,43800.0,4900.0,193400.0,158700.0,76300.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_011779,480797.0,35,3,2,-1,1,4,2,-1,1,93300.0,144000.0,62900.0,267700.0,100100.0,73900.0,23200.0,65400.0,42900.0,39700.0,31900.0,15700.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_018064,459630.0,40,1,2,1,-2,1,-2,-2,2,121700.0,141200.0,178700.0,127900.0,298100.0,285000.0,67800.0,67300.0,23000.0,5600.0,74900.0,45600.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_003580,48094.0,34,1,2,0,4,-1,-1,-1,3,32000.0,5300.0,22100.0,8000.0,4800.0,29500.0,1400.0,900.0,400.0,5500.0,800.0,12200.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_005262,50389.0,51,4,3,-2,4,3,-1,2,1,22500.0,7400.0,18300.0,13400.0,15300.0,43600.0,12200.0,5100.0,10400.0,900.0,7200.0,28400.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_015911,408976.0,61,2,3,-2,4,0,0,2,-1,153600.0,216600.0,115100.0,61500.0,73600.0,142500.0,71900.0,12500.0,9300.0,4400.0,48700.0,65900.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_003919,39609.0,21,2,3,0,4,0,4,3,3,24400.0,17600.0,15800.0,12500.0,22200.0,18000.0,1700.0,6000.0,10500.0,500.0,14400.0,9000.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_028272,245722.0,36,2,3,4,-2,4,3,2,3,106500.0,105600.0,126600.0,157200.0,167800.0,90000.0,42500.0,53800.0,1000.0,2300.0,44900.0,43400.0,1,SYNTHETIC_CREDIT_RISK
UCI_020921,500000.0,39,1,1,2,0,0,2,2,2,15776.0,17467.0,120972.0,117088.0,121283.0,117583.0,3004.0,106000.0,0.0,8008.0,78.0,10549.0,1,UCI_CREDIT_CARD
SYN_CLI_019596,150504.0,54,1,1,-2,3,-2,1,3,-1,35900.0,28600.0,47900.0,42200.0,39600.0,94400.0,1200.0,14700.0,8700.0,12300.0,25800.0,41300.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_018264,369752.0,22,1,1,0,-2,2,2,0,4,151700.0,198900.0,287900.0,219000.0,135400.0,104900.0,33300.0,90600.0,103900.0,103500.0,61400.0,54600.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_004046,16750.0,23,4,3,1,1,-1,-1,3,-2,4000.0,5200.0,1600.0,1000.0,11500.0,11900.0,1600.0,3500.0,300.0,700.0,5700.0,1200.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_002078,225624.0,49,1,3,4,0,-2,-2,2,1,82000.0,141000.0,17600.0,99300.0,41300.0,100600.0,55800.0,80500.0,8200.0,41100.0,11000.0,5300.0,0,SYNTHETIC_CREDIT_RISK
UCI_020781,30000.0,33,2,1,0,0,0,0,0,0,30258.0,30539.0,29860.0,30350.0,59936.0,29962.0,2300.0,1009.0,30000.0,604.0,1500.0,2500.0,0,UCI_CREDIT_CARD
SYN_CLI_020391,184045.0,70,2,2,0,1,0,-1,-1,3,35400.0,36300.0,31500.0,33500.0,116500.0,92200.0,17900.0,18400.0,10700.0,2200.0,10100.0,51400.0,0,SYNTHETIC_CREDIT_RISK
UCI_004705,30000.0,46,2,2,0,0,0,0,0,2,12485.0,13119.0,13716.0,13598.0,16256.0,16442.0,1221.0,1208.0,480.0,3650.0,600.0,0.0,1,UCI_CREDIT_CARD
UCI_006330,140000.0,31,1,2,0,0,0,0,0,0,71066.0,55271.0,50706.0,48847.0,47437.0,42576.0,2042.0,1958.0,1501.0,1619.0,1514.0,1553.0,0,UCI_CREDIT_CARD
SYN_CLI_009986,354847.0,57,1,3,0,3,2,2,1,4,77200.0,104600.0,150900.0,252300.0,135300.0,102800.0,41400.0,36200.0,84900.0,62200.0,43600.0,2100.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_010933,80274.0,52,1,2,0,3,0,-1,3,3,31800.0,18400.0,37000.0,17300.0,65200.0,52000.0,8400.0,7400.0,10700.0,5300.0,37900.0,6100.0,1,SYNTHETIC_CREDIT_RISK
UCI_027027,500000.0,46,1,1,-2,-2,-2,-2,-2,-2,0.0,0.0,1656.0,1400.0,0.0,0.0,0.0,1656.0,1400.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_009241,148786.0,72,3,1,2,-1,-1,3,4,0,92300.0,63100.0,20500.0,114300.0,50300.0,102300.0,13300.0,39800.0,1800.0,77400.0,34100.0,35300.0,1,SYNTHETIC_CREDIT_RISK
UCI_023045,440000.0,36,1,1,0,-1,-1,-1,0,0,14234.0,11061.0,19669.0,18613.0,13669.0,24849.0,11066.0,19669.0,33152.0,0.0,20000.0,7046.0,0,UCI_CREDIT_CARD
SYN_CLI_002490,185111.0,35,1,3,2,4,-1,3,-1,-2,82200.0,77700.0,34400.0,63000.0,97000.0,117600.0,18900.0,26200.0,9100.0,24300.0,7600.0,77500.0,0,SYNTHETIC_CREDIT_RISK
UCI_018844,350000.0,30,1,2,-2,-2,-2,-2,-2,-2,856.0,187.0,375.0,187.0,242.0,184.0,187.0,376.0,187.0,243.0,184.0,828.0,0,UCI_CREDIT_CARD
SYN_CLI_003731,363650.0,74,1,3,0,3,4,0,4,-1,133800.0,177600.0,45300.0,246400.0,222100.0,218700.0,79700.0,54500.0,13600.0,40500.0,24600.0,36000.0,0,SYNTHETIC_CREDIT_RISK
UCI_024944,150000.0,40,1,1,0,0,0,0,0,-1,133013.0,123548.0,94995.0,52874.0,64269.0,73351.0,4159.0,4221.0,3094.0,30454.0,100049.0,5098.0,1,UCI_CREDIT_CARD
UCI_027334,110000.0,42,2,2,0,0,2,2,0,0,53113.0,57376.0,57876.0,56309.0,58359.0,109312.0,5150.0,2000.0,0.0,2800.0,54000.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_003941,276924.0,73,3,3,3,0,4,3,-1,-2,180800.0,73000.0,49000.0,167800.0,131800.0,99000.0,52100.0,42400.0,15700.0,97000.0,44100.0,32400.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_000171,62009.0,39,3,3,1,4,3,-1,0,0,22000.0,22500.0,51500.0,20100.0,18900.0,25500.0,12900.0,200.0,9700.0,2100.0,3100.0,1700.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_021993,287310.0,27,3,1,4,0,4,-2,2,-1,212700.0,26800.0,198000.0,54400.0,224200.0,6000.0,104600.0,8300.0,106200.0,17600.0,98800.0,3400.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_006249,40620.0,62,1,1,2,4,2,0,0,3,9000.0,12500.0,25000.0,9900.0,15900.0,2000.0,3100.0,5100.0,17200.0,3500.0,1800.0,1000.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_027657,187507.0,46,1,2,2,2,3,3,-2,2,32100.0,94300.0,55000.0,65600.0,71700.0,119200.0,1500.0,36600.0,37000.0,29500.0,13400.0,31100.0,1,SYNTHETIC_CREDIT_RISK
UCI_018693,130000.0,25,2,3,-1,2,2,-2,-1,-1,3148.0,1574.0,0.0,0.0,12677.0,30582.0,5.0,0.0,0.0,12677.0,30582.0,0.0,1,UCI_CREDIT_CARD
UCI_009729,280000.0,46,3,2,-2,-2,-2,-2,-2,-2,1401.0,5201.0,3615.0,1963.0,2086.0,1297.0,5201.0,3615.0,1963.0,2086.0,1297.0,1154.0,0,UCI_CREDIT_CARD
SYN_CLI_015324,495828.0,51,3,3,1,-1,-2,2,-1,-1,99300.0,94100.0,58600.0,105100.0,290500.0,324600.0,59100.0,24600.0,5100.0,57000.0,75500.0,80000.0,0,SYNTHETIC_CREDIT_RISK
SYN_CLI_011565,99814.0,26,3,1,-2,4,3,-1,0,0,44800.0,26100.0,12300.0,24400.0,68700.0,19700.0,30500.0,7300.0,400.0,14200.0,33300.0,8300.0,0,SYNTHETIC_CREDIT_RISK
UCI_000275,360000.0,28,2,2,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,UCI_CREDIT_CARD
UCI_024709,100000.0,42,1,1,2,0,0,0,0,0,95926.0,98437.0,98480.0,63372.0,39138.0,39857.0,5000.0,3100.0,2000.0,1600.0,1500.0,2000.0,0,UCI_CREDIT_CARD
SYN_CLI_028113,495907.0,27,4,3,3,4,1,1,0,3,257200.0,202500.0,407000.0,101500.0,224600.0,195300.0,89300.0,55000.0,173600.0,8100.0,93000.0,40600.0,1,SYNTHETIC_CREDIT_RISK
SYN_CLI_010103,447586.0,70,4,3,4,4,-1,-1,1,4,217000.0,215700.0,270000.0,256100.0,332300.0,87100.0,82500.0,49300.0,129600.0,146800.0,175000.0,15700.0,1,SYNTHETIC_CREDIT_RISK
UCI_001732,250000.0,33,2,2,0,0,0,0,0,0,255223.0,47070.0,48130.0,49625.0,51500.0,0.0,1600.0,1650.0,2100.0,3000.0,0.0,94825.0,1,UCI_CREDIT_CARD
UCI_026459,100000.0,50,2,1,0,0,0,0,0,0,94745.0,96838.0,95732.0,91556.0,93403.0,95661.0,4600.0,4600.0,3500.0,3372.0,3793.0,4000.0,0,UCI_CREDIT_CARD
UCI_029348,20000.0,27,2,2,1,6,5,4,4,3,19388.0,18807.0,18235.0,18654.0,18073.0,17501.0,0.0,0.0,1000.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
UCI_017820,20000.0,25,2,2,0,0,0,-2,-2,-2,17584.0,20000.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0,UCI_CREDIT_CARD
SYN_CLI_020661,382103.0,44,2,3,3,0,1,4,-1,-2,240000.0,121400.0,72700.0,330900.0,99200.0,222700.0,124700.0,37400.0,39300.0,123800.0,54600.0,52500.0,1,SYNTHETIC_CREDIT_RISK
UCI_024293,280000.0,30,1,2,-1,-1,-1,-1,-1,-1,17913.0,380.0,5118.0,380.0,380.0,380.0,380.0,5118.0,380.0,380.0,380.0,380.0,0,UCI_CREDIT_CARD
UCI_027755,50000.0,23,1,2,1,2,0,0,0,0,50638.0,49484.0,45095.0,9299.0,3054.0,0.0,0.0,2155.0,1000.0,1500.0,0.0,3294.0,1,UCI_CREDIT_CARD
UCI_012052,50000.0,26,2,1,1,2,2,2,2,2,16919.0,17854.0,18265.0,20455.0,19986.0,21747.0,1500.0,1000.0,2500.0,0.0,2100.0,0.0,0,UCI_CREDIT_CARD
