client_id,LIMIT_BAL,AGE,EDUCATION,MARRIAGE,PAY_0,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,PAY_AMT1,BILL_AMT2,PAY_AMT2,BILL_AMT3,PAY_AMT3,BILL_AMT4,PAY_AMT4,BILL_AMT5,PAY_AMT5,BILL_AMT6,PAY_AMT6,default_next_month
CLI_004990,442996,49,2,1,2,0,3,-2,1,0,3,114600.0,55600.0,16800.0,7400.0,208500.0,16300.0,313200.0,157700.0,286800.0,64500.0,105200.0,14800.0,1
CLI_004991,327899,46,1,2,-1,0,-2,-2,3,0,4,40100.0,13000.0,88400.0,55500.0,139700.0,17100.0,299700.0,83200.0,22300.0,6200.0,66500.0,28900.0,0
CLI_004992,265849,35,3,1,0,1,-2,1,-2,0,-1,151400.0,25900.0,220700.0,87600.0,69300.0,17400.0,81200.0,34500.0,121300.0,44100.0,131600.0,90500.0,0
CLI_004993,495822,36,2,3,1,1,0,1,3,2,4,188100.0,39700.0,113000.0,51300.0,180000.0,75100.0,153800.0,46100.0,242200.0,108100.0,220700.0,29900.0,0
CLI_004994,280604,71,4,2,3,3,-2,2,1,4,2,220700.0,112300.0,31400.0,4800.0,43000.0,23600.0,114800.0,33400.0,47600.0,25300.0,179700.0,74600.0,1
CLI_004995,324791,37,4,2,3,4,0,3,0,0,3,152800.0,19200.0,153400.0,103800.0,167400.0,99900.0,140800.0,22400.0,212800.0,136300.0,116300.0,20100.0,1
CLI_004996,113753,64,1,3,1,0,0,-1,1,2,3,20300.0,8900.0,8900.0,500.0,54400.0,12600.0,42400.0,12800.0,51100.0,3500.0,12800.0,4800.0,0
CLI_004997,375887,35,2,2,2,-2,1,-2,3,3,1,167500.0,85300.0,188400.0,7300.0,10400.0,6500.0,53600.0,20100.0,110300.0,32900.0,42600.0,9900.0,1
CLI_004998,411530,26,4,1,1,0,-2,4,-2,4,-2,250500.0,83600.0,326800.0,16600.0,196900.0,6600.0,181400.0,28000.0,108600.0,38900.0,177100.0,7800.0,0
CLI_004999,342478,24,1,1,2,-2,-1,-1,1,-1,-1,70800.0,9400.0,180300.0,51800.0,264300.0,106100.0,213300.0,65400.0,284300.0,117700.0,169600.0,102500.0,0
CLI_005000,254314,34,4,3,4,4,-2,-1,2,-2,0,99800.0,58900.0,63300.0,14300.0,40800.0,15800.0,134500.0,27800.0,80100.0,54100.0,153100.0,15100.0,0
CLI_005001,106955,67,2,3,-2,3,2,2,3,2,0,19400.0,9600.0,9000.0,3900.0,5500.0,2800.0,42900.0,4000.0,46600.0,15700.0,64600.0,35200.0,1
CLI_005002,26600,46,4,1,4,0,-1,1,1,0,3,3500.0,1500.0,19800.0,3700.0,900.0,100.0,9400.0,500.0,8200.0,2300.0,2500.0,100.0,0
CLI_005003,317382,59,3,1,-1,1,2,2,-2,2,0,152600.0,101500.0,144000.0,600.0,236800.0,165100.0,106700.0,65200.0,29300.0,8500.0,119200.0,69300.0,0
CLI_005004,344677,73,4,3,4,1,1,-2,-2,1,0,25000.0,15500.0,74600.0,500.0,201000.0,135700.0,120100.0,67700.0,127200.0,14800.0,15500.0,5700.0,1
CLI_005005,388581,23,1,3,0,3,3,4,4,0,-1,199500.0,35100.0,249900.0,52400.0,106100.0,18100.0,30700.0,8000.0,99500.0,36300.0,23500.0,12600.0,0
CLI_005006,475743,27,4,1,-1,-2,0,3,2,1,0,299000.0,140100.0,217900.0,86600.0,224600.0,94200.0,264900.0,119800.0,366900.0,145400.0,226600.0,9400.0,1
CLI_005007,253706,71,3,1,-2,0,-2,4,2,0,3,152300.0,88300.0,97800.0,10100.0,119300.0,55500.0,49500.0,2000.0,83800.0,1600.0,86400.0,34800.0,1
CLI_005008,416283,52,4,2,4,4,4,-2,0,3,-2,122700.0,48800.0,303500.0,58000.0,244300.0,166300.0,224900.0,125300.0,56300.0,26700.0,208600.0,54800.0,1
CLI_005009,360982,54,4,2,3,0,4,-1,3,-2,2,32600.0,1400.0,39200.0,9200.0,201100.0,96700.0,18000.0,7600.0,277000.0,2900.0,114900.0,1800.0,1
CLI_005010,145827,39,3,2,0,2,1,2,2,2,1,108300.0,59400.0,45200.0,13000.0,9800.0,5800.0,31100.0,11600.0,89800.0,53700.0,55100.0,12900.0,1
CLI_005011,424109,66,2,2,4,-1,-2,-1,3,3,2,164600.0,13300.0,165500.0,96600.0,28400.0,9900.0,202900.0,28300.0,211100.0,29000.0,66100.0,30700.0,1
CLI_005012,36129,56,4,2,3,4,2,0,2,-1,-1,13100.0,7300.0,11100.0,2700.0,26100.0,16100.0,17100.0,8400.0,19600.0,4500.0,11400.0,6900.0,0
CLI_005013,303456,35,3,3,-1,2,2,0,-1,2,3,162300.0,87500.0,26800.0,16100.0,170100.0,70000.0,96600.0,23100.0,195500.0,29600.0,140500.0,23200.0,0
CLI_005014,470772,56,4,1,1,3,0,1,0,3,-1,265100.0,131700.0,177300.0,50400.0,385700.0,220100.0,98000.0,57700.0,50800.0,14300.0,25700.0,12400.0,0
CLI_005015,332892,21,3,1,2,4,-1,-1,3,-2,-1,166900.0,37900.0,128000.0,47100.0,49900.0,3800.0,124800.0,37800.0,193000.0,51900.0,122300.0,5600.0,1
CLI_005016,469160,34,3,2,2,3,-2,3,-2,3,1,26400.0,2900.0,312000.0,105500.0,216400.0,106200.0,332300.0,186800.0,203300.0,100100.0,99600.0,32000.0,1
CLI_005017,37517,32,3,2,1,-1,1,-2,4,2,0,16300.0,9400.0,26900.0,3600.0,18600.0,8900.0,3900.0,1100.0,10800.0,7300.0,11100.0,2600.0,0
CLI_005018,270883,64,1,1,-1,-2,0,4,2,-1,2,83800.0,19600.0,19600.0,8000.0,62300.0,28900.0,67500.0,41800.0,166000.0,113400.0,100700.0,15600.0,0
CLI_005019,392499,61,3,3,-1,0,1,4,0,0,0,149600.0,101600.0,189400.0,56700.0,204900.0,69700.0,157600.0,81800.0,267600.0,133100.0,172500.0,47100.0,1
CLI_005020,324735,26,1,1,-1,1,1,-1,4,-1,2,237800.0,111200.0,117000.0,42700.0,198500.0,66500.0,110400.0,26000.0,233300.0,83000.0,168200.0,86600.0,1
CLI_005021,441462,70,3,1,1,0,4,2,3,4,-1,259200.0,31500.0,161700.0,112300.0,95200.0,18200.0,115400.0,37200.0,161900.0,89300.0,133900.0,46900.0,0
CLI_005022,236674,65,4,1,1,-2,4,3,1,-2,3,142100.0,76600.0,107900.0,71200.0,104000.0,7500.0,169900.0,117700.0,132700.0,82400.0,87900.0,10500.0,1
CLI_005023,344475,44,2,3,4,-2,4,-1,2,0,1,111600.0,10100.0,72800.0,26200.0,14000.0,2900.0,94800.0,23800.0,140800.0,18500.0,155200.0,91200.0,1
CLI_005024,215685,32,4,3,-1,1,4,-1,3,2,-1,188500.0,123300.0,149400.0,72900.0,145600.0,17600.0,41100.0,22300.0,85100.0,41600.0,127300.0,36200.0,0
CLI_005025,437338,44,1,3,1,-2,4,3,1,-1,0,152800.0,12700.0,248700.0,124700.0,124500.0,84600.0,92300.0,8600.0,75900.0,28100.0,238500.0,122900.0,0
CLI_005026,68529,53,1,1,2,4,-2,-2,4,4,-2,900.0,600.0,28700.0,0.0,6600.0,1000.0,11000.0,2000.0,13100.0,5600.0,45900.0,6800.0,0
CLI_005027,134518,55,2,1,1,-1,4,4,-2,2,2,30400.0,4000.0,96200.0,26200.0,88900.0,25700.0,76500.0,2200.0,48600.0,32300.0,88000.0,18300.0,0
CLI_005028,57408,40,4,2,-2,0,-1,3,2,2,3,31000.0,7400.0,32100.0,8300.0,50800.0,7100.0,18300.0,2600.0,29700.0,18700.0,20700.0,9900.0,0
CLI_005029,354029,26,3,2,2,0,-1,2,2,4,-2,139400.0,90500.0,101000.0,65500.0,99600.0,25300.0,121000.0,83800.0,176600.0,98000.0,159900.0,87700.0,1
CLI_005030,124038,54,2,1,-1,0,2,0,-1,-2,2,90100.0,33300.0,35600.0,700.0,41900.0,26300.0,60200.0,6100.0,17000.0,11800.0,54000.0,31900.0,1
CLI_005031,165397,59,4,2,3,2,1,3,3,2,3,41700.0,11800.0,20300.0,13000.0,64900.0,42300.0,84900.0,34000.0,21800.0,9400.0,60600.0,21100.0,1
CLI_005032,419953,35,2,2,-1,0,2,3,2,4,2,136900.0,84700.0,201400.0,135100.0,167300.0,27000.0,79400.0,33300.0,70000.0,8000.0,143600.0,37700.0,1
CLI_005033,186489,56,2,3,2,1,4,0,3,-2,-2,31800.0,9600.0,101100.0,52700.0,80000.0,33400.0,70800.0,10500.0,55500.0,25600.0,39500.0,1500.0,1
CLI_005034,81457,52,4,2,-1,2,1,4,0,3,4,39000.0,25000.0,20400.0,12300.0,23700.0,1500.0,19400.0,3800.0,9100.0,1300.0,24200.0,8000.0,1
CLI_005035,20275,48,1,1,2,3,3,3,2,1,3,17400.0,10700.0,7900.0,4600.0,2500.0,1200.0,1500.0,200.0,3900.0,2400.0,2100.0,500.0,1
CLI_005036,121082,21,4,1,-2,4,2,2,-1,3,1,27300.0,16200.0,44400.0,28600.0,10300.0,400.0,16200.0,900.0,64300.0,9000.0,66000.0,23700.0,0
CLI_005037,458195,37,1,1,0,-1,2,0,2,-2,3,133600.0,55500.0,336600.0,211700.0,172700.0,84200.0,228200.0,123900.0,32100.0,9700.0,219100.0,121000.0,0
CLI_005038,278820,41,3,3,3,2,3,0,2,4,3,127400.0,89000.0,33600.0,16700.0,110800.0,22100.0,163800.0,83900.0,68500.0,23700.0,118800.0,73700.0,1
CLI_005039,497468,66,3,3,-1,-2,1,-2,3,2,2,144500.0,79800.0,289300.0,157100.0,376700.0,22300.0,234000.0,26400.0,159600.0,52200.0,127100.0,88900.0,0
CLI_005040,115414,66,4,3,0,3,2,-2,2,0,0,28000.0,3600.0,78400.0,47200.0,7100.0,3700.0,52800.0,24700.0,5800.0,3800.0,39900.0,17700.0,0
CLI_005041,182224,69,4,3,1,0,2,1,0,-1,3,65200.0,30100.0,19800.0,1400.0,53000.0,12000.0,6400.0,4400.0,119000.0,76600.0,71900.0,40000.0,0
CLI_005042,89971,46,4,1,-1,0,-1,-1,4,-1,-2,47400.0,6500.0,30100.0,2900.0,41000.0,18900.0,26200.0,12700.0,27100.0,6100.0,51800.0,19700.0,0
CLI_005043,205205,38,4,2,2,3,2,-2,0,4,-1,162700.0,14600.0,172400.0,30500.0,66900.0,46200.0,64500.0,17300.0,60300.0,19400.0,123500.0,8800.0,1
CLI_005044,286024,48,4,3,0,0,-2,2,2,2,-2,114300.0,42500.0,26600.0,900.0,216200.0,55100.0,26800.0,16500.0,45400.0,23400.0,174100.0,53800.0,0
CLI_005045,405983,64,3,1,1,0,4,-2,1,3,1,116600.0,34800.0,148000.0,91000.0,108800.0,37300.0,217600.0,48400.0,21100.0,8500.0,80800.0,47000.0,0
CLI_005046,190365,55,4,3,3,-1,-1,1,1,4,0,46400.0,10500.0,136300.0,49100.0,135200.0,8000.0,79200.0,55200.0,114600.0,74200.0,35200.0,1500.0,0
CLI_005047,388050,54,4,3,3,2,3,1,2,-1,2,328400.0,59800.0,55600.0,6600.0,40700.0,2200.0,96100.0,58300.0,89400.0,38300.0,234700.0,85200.0,1
CLI_005048,316818,44,2,3,-1,-2,0,2,2,-1,1,65600.0,19200.0,72800.0,27300.0,211800.0,77000.0,153400.0,11700.0,125600.0,43700.0,173100.0,2000.0,0
CLI_005049,152988,59,4,1,2,4,3,1,-2,1,0,85300.0,44500.0,97800.0,6000.0,99500.0,56000.0,43700.0,6400.0,86700.0,58000.0,37600.0,15100.0,1
CLI_005050,456980,68,1,1,3,3,1,-2,4,1,3,205200.0,60300.0,215200.0,64800.0,231400.0,6700.0,311000.0,167500.0,215500.0,48300.0,14600.0,1800.0,1
CLI_005051,222780,57,1,2,1,-2,2,4,0,0,2,21700.0,3500.0,161800.0,111000.0,118600.0,38800.0,65900.0,24000.0,139300.0,53600.0,107200.0,30200.0,1
CLI_005052,83986,43,1,3,3,3,-2,-1,2,4,0,14300.0,5400.0,47000.0,26400.0,32000.0,12400.0,14500.0,6100.0,59400.0,6100.0,72000.0,22900.0,1
CLI_005053,481722,67,3,1,0,-2,3,-1,4,1,-1,136000.0,68700.0,270600.0,90400.0,260100.0,172100.0,77300.0,54000.0,104700.0,20600.0,17900.0,6000.0,0
CLI_005054,457582,72,1,1,-2,-2,2,-1,1,-1,1,238700.0,1400.0,116000.0,30900.0,35400.0,500.0,94500.0,6400.0,410800.0,171500.0,56400.0,29600.0,0
CLI_005055,34275,64,1,2,2,2,4,-1,4,1,4,25100.0,7500.0,19700.0,800.0,3700.0,1900.0,11300.0,5700.0,15700.0,4100.0,22100.0,4600.0,1
CLI_005056,452220,69,1,2,4,1,-1,4,2,0,3,315500.0,119700.0,328900.0,179900.0,141900.0,32200.0,222600.0,137900.0,193600.0,37800.0,70000.0,23500.0,1
CLI_005057,474215,35,1,1,1,3,1,3,-1,2,3,229400.0,103500.0,387700.0,232300.0,204200.0,36500.0,348200.0,226500.0,205500.0,139600.0,310000.0,41200.0,1
CLI_005058,416252,44,1,2,1,2,0,-1,3,3,-2,15800.0,4900.0,222800.0,149500.0,243500.0,30500.0,148400.0,64100.0,214400.0,73400.0,174600.0,47700.0,0
CLI_005059,134948,34,1,1,2,-2,4,-1,0,0,2,45700.0,24300.0,86900.0,30500.0,59600.0,11600.0,121700.0,77900.0,57700.0,11900.0,30700.0,18100.0,1
CLI_005060,319330,41,2,3,3,4,0,-2,4,2,1,142100.0,91200.0,126100.0,85500.0,74700.0,4100.0,197100.0,7000.0,104800.0,600.0,178700.0,1600.0,1
CLI_005061,273738,61,4,3,1,0,2,-2,-2,2,0,33100.0,17100.0,141100.0,57700.0,25300.0,3000.0,50900.0,26500.0,212600.0,68700.0,164400.0,27800.0,0
CLI_005062,313871,58,3,3,0,-2,2,-2,-1,-2,4,121000.0,45500.0,86800.0,23500.0,139200.0,79300.0,124500.0,83400.0,148300.0,97000.0,138300.0,51500.0,0
CLI_005063,312057,21,2,2,2,0,1,4,1,3,2,134400.0,72600.0,183400.0,73100.0,102600.0,18600.0,66400.0,20600.0,74600.0,9300.0,65400.0,12900.0,1
CLI_005064,323214,62,1,1,2,-2,3,1,-2,1,-1,99000.0,10700.0,25900.0,15900.0,123400.0,62500.0,91000.0,16700.0,133800.0,63100.0,39900.0,11900.0,1
CLI_005065,261860,31,3,1,2,-1,-2,0,2,3,2,146700.0,26100.0,176400.0,43800.0,191500.0,118200.0,64200.0,41000.0,100000.0,55500.0,63400.0,15400.0,1
CLI_005066,348342,31,2,1,2,-1,0,-2,1,0,-2,99100.0,30200.0,110000.0,6900.0,20600.0,10000.0,201400.0,66800.0,81100.0,33000.0,135100.0,56100.0,0
CLI_005067,268037,50,3,1,4,4,2,4,2,3,2,102600.0,23100.0,23100.0,11100.0,135800.0,61200.0,118500.0,67900.0,84000.0,13900.0,133000.0,26000.0,1
CLI_005068,18076,34,1,2,-1,-1,3,-1,3,4,1,10300.0,1400.0,11500.0,2600.0,6700.0,3900.0,2900.0,1900.0,2300.0,900.0,7200.0,3800.0,0
CLI_005069,27288,73,4,2,0,1,1,1,0,-2,1,7900.0,700.0,3700.0,800.0,12900.0,1900.0,11000.0,1600.0,16000.0,4200.0,10900.0,2000.0,0
CLI_005070,479465,29,1,2,3,-1,0,2,-2,0,-2,86700.0,26200.0,170300.0,50500.0,48800.0,27900.0,245900.0,29800.0,52300.0,2100.0,250600.0,175000.0,1
CLI_005071,455532,29,4,1,-1,-2,2,3,3,1,-2,202200.0,36100.0,112200.0,30300.0,308100.0,183100.0,13000.0,2100.0,54700.0,23300.0,29400.0,1600.0,1
CLI_005072,296945,62,3,2,3,4,3,-2,4,2,0,254100.0,7600.0,215600.0,4600.0,100700.0,7900.0,63400.0,2400.0,119600.0,75000.0,164400.0,3300.0,1
CLI_005073,95548,36,3,1,-1,0,-1,0,0,0,4,35900.0,3600.0,17400.0,11600.0,24100.0,13500.0,42400.0,100.0,41900.0,18600.0,26900.0,16300.0,1
CLI_005074,392918,60,4,3,2,4,-1,1,4,1,2,67000.0,31100.0,148400.0,21800.0,270100.0,171500.0,352900.0,139300.0,280300.0,80600.0,115700.0,4300.0,1
CLI_005075,80212,58,2,1,3,-1,3,0,3,-1,-2,25800.0,17600.0,10000.0,800.0,32300.0,7300.0,3000.0,100.0,59600.0,18900.0,23100.0,7900.0,1
CLI_005076,194868,31,3,3,4,2,0,3,4,-1,-1,138100.0,39000.0,93300.0,23100.0,86000.0,46500.0,37500.0,21300.0,9800.0,5600.0,93600.0,15600.0,1
CLI_005077,171631,52,3,3,2,-2,4,-2,3,2,3,85900.0,54200.0,5500.0,1900.0,58000.0,34300.0,148800.0,67100.0,40400.0,15400.0,72800.0,2900.0,0
CLI_005078,16074,50,3,3,-1,3,2,3,2,0,1,9800.0,500.0,7100.0,3400.0,8800.0,2400.0,2300.0,100.0,12400.0,6700.0,11400.0,4600.0,0
CLI_005079,405435,26,3,2,0,4,3,-2,3,1,2,244600.0,42800.0,168300.0,81200.0,208800.0,58400.0,75800.0,200.0,28700.0,3700.0,139500.0,28200.0,0
CLI_005080,259769,63,4,1,2,1,1,-1,3,4,-1,25400.0,8000.0,143400.0,71500.0,56600.0,21800.0,138000.0,27100.0,22600.0,9800.0,100300.0,15100.0,1
CLI_005081,164963,68,2,1,2,2,-1,-2,-2,-2,2,73600.0,25200.0,50800.0,16800.0,77300.0,41300.0,80700.0,35000.0,94400.0,28600.0,20900.0,4800.0,1
CLI_005082,258523,73,3,1,0,2,0,-1,0,-1,-2,84700.0,17600.0,105300.0,16900.0,146900.0,69700.0,84700.0,25700.0,69000.0,39100.0,114100.0,36700.0,1
CLI_005083,10000,25,1,1,2,1,-2,2,0,1,-1,3400.0,2300.0,5100.0,1200.0,2600.0,1000.0,2900.0,1700.0,1400.0,800.0,2800.0,1200.0,1
CLI_005084,224124,30,1,3,4,3,-1,3,4,0,2,117400.0,67200.0,137200.0,94200.0,57100.0,18400.0,41400.0,23400.0,149900.0,83400.0,25800.0,10300.0,1
CLI_005085,264594,66,3,1,-2,3,2,4,-2,-1,1,77300.0,22300.0,197400.0,56900.0,80800.0,17600.0,164600.0,100600.0,38100.0,800.0,172600.0,17100.0,0
CLI_005086,176461,37,1,2,1,4,1,3,-2,1,3,58000.0,13100.0,83600.0,58200.0,48700.0,16800.0,129300.0,55900.0,77500.0,52500.0,32500.0,1000.0,1
CLI_005087,416886,55,1,2,1,-1,4,2,1,-1,3,242600.0,32900.0,262600.0,58900.0,158700.0,80200.0,137000.0,28000.0,220600.0,42600.0,96200.0,64200.0,1
CLI_005088,132414,40,3,2,3,0,-2,0,0,-1,4,97700.0,37900.0,83000.0,46000.0,64600.0,43400.0,31000.0,12900.0,53900.0,900.0,99100.0,50900.0,0
CLI_005089,77534,32,3,1,-1,-2,-2,-2,0,2,2,11300.0,3800.0,24900.0,16600.0,31700.0,17500.0,14600.0,4400.0,26800.0,13000.0,51400.0,10600.0,0
CLI_005090,268496,55,3,1,-1,3,0,3,4,1,-1,116800.0,17900.0,89900.0,41000.0,170200.0,8000.0,62700.0,23600.0,66900.0,400.0,97500.0,62500.0,1
CLI_005091,444765,32,2,3,1,0,4,3,-1,4,-1,196300.0,120800.0,190200.0,111000.0,84900.0,46800.0,259600.0,42800.0,238400.0,112800.0,105700.0,50700.0,0
CLI_005092,193886,28,4,3,0,-2,-2,-2,1,-2,-1,85800.0,18300.0,81300.0,33600.0,33900.0,12700.0,29400.0,6000.0,101000.0,32400.0,177600.0,49100.0,0
CLI_005093,32846,50,1,2,4,4,1,-1,4,0,-2,7300.0,1800.0,14200.0,2800.0,4700.0,1100.0,16900.0,5800.0,11500.0,7300.0,10500.0,2100.0,1
CLI_005094,485266,31,1,1,3,-2,1,-1,3,2,-1,239600.0,28900.0,288100.0,85300.0,173100.0,10500.0,63000.0,37500.0,69500.0,43400.0,168400.0,58000.0,1
CLI_005095,227705,31,2,3,0,4,3,2,2,3,-1,17700.0,6300.0,69700.0,38500.0,106600.0,33500.0,79700.0,30400.0,93800.0,12900.0,62700.0,31600.0,1
CLI_005096,94734,63,4,3,0,0,4,2,1,3,-2,17600.0,4900.0,33200.0,6300.0,43400.0,10500.0,52200.0,5200.0,27300.0,9300.0,14100.0,1800.0,0
CLI_005097,311651,50,3,3,-2,2,1,0,2,3,4,176300.0,10900.0,119700.0,69200.0,61700.0,11600.0,81800.0,100.0,96500.0,4100.0,44500.0,13600.0,1
CLI_005098,166636,50,3,1,-2,1,1,2,-2,4,4,75300.0,52000.0,101500.0,43000.0,32800.0,21500.0,18400.0,7200.0,60500.0,18200.0,97100.0,44200.0,0
CLI_005099,469517,28,4,2,1,1,-1,4,3,0,0,199700.0,46600.0,179200.0,111300.0,351600.0,93400.0,347300.0,95200.0,136300.0,300.0,160700.0,108600.0,0
CLI_005100,154040,29,4,1,2,-1,2,2,-1,-1,1,20800.0,3900.0,20200.0,10600.0,46300.0,24700.0,76400.0,34400.0,91600.0,41700.0,11400.0,2000.0,1
CLI_005101,279566,42,1,2,3,1,-1,1,3,4,0,27100.0,7500.0,129200.0,42700.0,77700.0,29100.0,164700.0,35400.0,23100.0,2800.0,21900.0,8800.0,1
CLI_005102,276221,42,3,2,-2,4,1,2,-1,2,2,150100.0,1200.0,119200.0,68300.0,88800.0,9300.0,176900.0,82700.0,41400.0,11500.0,70600.0,43100.0,1
CLI_005103,128796,45,4,1,-1,0,-2,2,4,2,-1,4500.0,1100.0,75300.0,31400.0,95200.0,29400.0,75200.0,6700.0,29700.0,8400.0,71800.0,21800.0,0
CLI_005104,254647,28,1,1,1,1,-1,0,-1,-2,1,99000.0,21600.0,145900.0,69600.0,62200.0,18900.0,137800.0,82200.0,50000.0,21300.0,35300.0,7200.0,0
CLI_005105,63445,70,1,3,-2,4,-1,2,2,-1,2,32800.0,9400.0,47500.0,32300.0,51700.0,21900.0,17800.0,1400.0,23300.0,700.0,16900.0,11100.0,1
CLI_005106,325432,40,2,3,3,0,-2,-1,1,2,-2,63000.0,25900.0,32900.0,14700.0,261700.0,105500.0,155500.0,91100.0,236700.0,162600.0,101700.0,29200.0,1
CLI_005107,381575,65,4,2,1,4,-2,0,4,1,-2,58800.0,32300.0,281800.0,189800.0,181700.0,58800.0,306200.0,107600.0,142300.0,45400.0,34000.0,7500.0,0
CLI_005108,475500,43,1,2,2,3,0,2,3,3,3,142000.0,39000.0,191100.0,80100.0,127900.0,71000.0,144400.0,73000.0,294700.0,72200.0,45100.0,22400.0,1
CLI_005109,169632,46,3,3,3,2,0,0,-2,0,2,124600.0,4200.0,47700.0,4600.0,63300.0,22500.0,120400.0,71800.0,67700.0,35400.0,121800.0,21400.0,1
CLI_005110,149758,27,2,2,1,2,1,4,1,1,1,74400.0,20300.0,60700.0,12700.0,99000.0,11000.0,52900.0,4800.0,61500.0,12200.0,65700.0,4100.0,0
CLI_005111,278916,58,3,2,-2,3,0,-2,-1,-1,1,70200.0,7700.0,75000.0,16900.0,69300.0,4700.0,88300.0,56900.0,35000.0,14400.0,80500.0,26100.0,1
CLI_005112,349458,24,4,1,-1,3,2,1,3,3,-2,108200.0,36900.0,144800.0,10500.0,215400.0,87100.0,104800.0,17000.0,50200.0,19300.0,83000.0,38000.0,0
CLI_005113,496307,62,1,1,0,-1,2,1,2,-1,3,88600.0,7900.0,249100.0,100.0,194000.0,43000.0,220200.0,136800.0,324300.0,130600.0,339700.0,133500.0,1
CLI_005114,22269,69,2,2,-1,0,2,-2,-1,-1,4,15500.0,7200.0,12000.0,2900.0,5000.0,2000.0,9400.0,0.0,7600.0,2800.0,14800.0,3200.0,0
CLI_005115,126769,40,3,1,1,4,4,0,3,4,-1,54200.0,12200.0,31600.0,22000.0,36000.0,5000.0,36400.0,3600.0,23800.0,14100.0,52300.0,24800.0,0
CLI_005116,138570,69,1,1,-2,0,1,3,0,0,4,40400.0,7000.0,46300.0,5500.0,57200.0,38300.0,11800.0,6300.0,59800.0,34100.0,42400.0,23000.0,1
CLI_005117,135137,59,3,3,-1,3,1,3,2,1,1,40500.0,6000.0,57900.0,36000.0,46500.0,20300.0,72800.0,10800.0,84000.0,57100.0,43200.0,28200.0,1
CLI_005118,237222,21,2,2,3,0,0,0,3,4,3,166500.0,56300.0,34900.0,9700.0,36600.0,25100.0,127800.0,65100.0,85900.0,29100.0,214900.0,55500.0,1
CLI_005119,437725,32,1,1,-2,0,1,-1,-1,-2,2,252400.0,51400.0,150600.0,103600.0,10900.0,1400.0,77200.0,300.0,254100.0,23800.0,143400.0,70400.0,0
CLI_005120,25187,56,3,3,-2,3,-1,-1,3,-2,4,7600.0,5000.0,9800.0,6600.0,10600.0,2000.0,4800.0,500.0,5000.0,300.0,17000.0,11100.0,0
CLI_005121,409762,59,1,1,1,2,4,-1,-2,1,0,125700.0,37500.0,197900.0,118900.0,65000.0,9400.0,113100.0,4600.0,82500.0,12500.0,42900.0,26400.0,0
CLI_005122,312658,26,1,1,4,0,3,-2,-2,2,3,168500.0,115100.0,132800.0,2900.0,170000.0,9600.0,239700.0,167300.0,79400.0,55600.0,172200.0,700.0,1
CLI_005123,311447,58,1,1,-1,2,0,2,0,4,0,20900.0,5800.0,92500.0,19400.0,96600.0,43800.0,93900.0,54100.0,36100.0,23600.0,172000.0,1900.0,0
CLI_005124,342372,65,1,3,0,-2,4,4,1,3,2,187400.0,103000.0,236800.0,23900.0,130800.0,62600.0,243000.0,18600.0,58200.0,2200.0,103100.0,51700.0,0
CLI_005125,66550,26,2,3,3,0,3,-1,0,-1,2,27200.0,6000.0,20200.0,200.0,32900.0,800.0,22900.0,11800.0,17500.0,6300.0,31400.0,900.0,1
CLI_005126,375898,69,4,3,4,1,2,4,-2,0,-2,256900.0,13900.0,142100.0,30500.0,190100.0,120000.0,148900.0,51100.0,266100.0,46000.0,110100.0,23600.0,1
CLI_005127,131584,50,2,1,0,3,0,4,2,1,1,95200.0,59200.0,99500.0,34000.0,22500.0,11200.0,79600.0,52900.0,41600.0,29000.0,102600.0,60500.0,1
CLI_005128,263121,54,1,3,-1,-1,-2,3,3,1,2,91400.0,4900.0,171300.0,116100.0,72300.0,28100.0,50200.0,32900.0,85800.0,22800.0,134500.0,39100.0,0
CLI_005129,341670,23,4,1,-1,0,-2,-1,3,4,3,57500.0,25900.0,10600.0,1600.0,186200.0,56900.0,136600.0,34000.0,137700.0,18900.0,232600.0,71400.0,0
CLI_005130,305932,54,4,3,3,2,3,0,1,2,0,113300.0,25100.0,125900.0,54700.0,96900.0,52700.0,116400.0,17000.0,183300.0,100100.0,30600.0,10400.0,1
CLI_005131,168331,45,2,2,0,-1,-2,0,4,0,3,28700.0,9800.0,25500.0,9000.0,27700.0,5700.0,61100.0,26100.0,25400.0,8900.0,39700.0,4800.0,0
CLI_005132,204071,41,1,3,4,1,2,2,2,-2,-2,27600.0,8800.0,63600.0,25700.0,105500.0,72100.0,75800.0,15900.0,80100.0,14500.0,45600.0,20500.0,1
CLI_005133,243490,63,4,2,1,2,1,-2,2,-1,2,164000.0,26600.0,133100.0,88100.0,126200.0,82800.0,154000.0,93400.0,159200.0,93000.0,122900.0,77800.0,1
CLI_005134,30213,34,3,2,0,-1,2,0,0,3,0,2300.0,800.0,7000.0,2600.0,2200.0,1300.0,12500.0,1700.0,7000.0,1900.0,21700.0,1300.0,0
CLI_005135,365760,24,4,2,3,-1,-2,4,4,-1,0,173500.0,58500.0,201800.0,79000.0,158600.0,19500.0,186400.0,37300.0,56800.0,15400.0,12100.0,4900.0,1
CLI_005136,58976,48,3,2,4,4,2,-1,-2,1,2,27900.0,8500.0,6500.0,0.0,11000.0,400.0,38100.0,13400.0,29900.0,3800.0,17500.0,3400.0,1
