date,store_id,product_id,category,region,units_sold,inventory_level,promotions_holidays,weather_conditions
2025-05-16,STORE_001,PROD_004,Grocery,North,119,381,0,Sunny
2025-05-17,STORE_001,PROD_004,Grocery,North,108,392,0,Sunny
2025-05-18,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2025-05-19,STORE_001,PROD_004,Grocery,North,86,414,0,Sunny
2025-05-20,STORE_001,PROD_004,Grocery,North,106,394,1,Sunny
2025-05-21,STORE_001,PROD_004,Grocery,North,101,399,0,Sunny
2025-05-22,STORE_001,PROD_004,Grocery,North,138,362,1,Sunny
2025-05-23,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-05-24,STORE_001,PROD_004,Grocery,North,117,383,0,Sunny
2025-05-25,STORE_001,PROD_004,Grocery,North,116,384,1,Sunny
2025-05-26,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2025-05-27,STORE_001,PROD_004,Grocery,North,92,408,0,Sunny
2025-05-28,STORE_001,PROD_004,Grocery,North,102,398,0,Sunny
2025-05-29,STORE_001,PROD_004,Grocery,North,115,385,0,Sunny
2025-05-30,STORE_001,PROD_004,Grocery,North,116,384,1,Sunny
2025-05-31,STORE_001,PROD_004,Grocery,North,130,370,1,Sunny
2025-06-01,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2025-06-02,STORE_001,PROD_004,Grocery,North,105,395,1,Sunny
2025-06-03,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2025-06-04,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2025-06-05,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2025-06-06,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2025-06-07,STORE_001,PROD_004,Grocery,North,104,396,0,Sunny
2025-06-08,STORE_001,PROD_004,Grocery,North,94,406,0,Sunny
2025-06-09,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2025-06-10,STORE_001,PROD_004,Grocery,North,91,409,0,Sunny
2025-06-11,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2025-06-12,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2025-06-13,STORE_001,PROD_004,Grocery,North,124,376,0,Sunny
2025-06-14,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2025-06-15,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-06-16,STORE_001,PROD_004,Grocery,North,91,409,0,Sunny
2025-06-17,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2025-06-18,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2025-06-19,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2025-06-20,STORE_001,PROD_004,Grocery,North,138,362,1,Sunny
2025-06-21,STORE_001,PROD_004,Grocery,North,108,392,0,Sunny
2025-06-22,STORE_001,PROD_004,Grocery,North,101,399,0,Sunny
2025-06-23,STORE_001,PROD_004,Grocery,North,83,417,0,Sunny
2025-06-24,STORE_001,PROD_004,Grocery,North,100,400,0,Sunny
2025-06-25,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-06-26,STORE_001,PROD_004,Grocery,North,122,378,0,Sunny
2025-06-27,STORE_001,PROD_004,Grocery,North,109,391,0,Sunny
2025-06-28,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-06-29,STORE_001,PROD_004,Grocery,North,113,387,1,Sunny
2025-06-30,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2025-07-01,STORE_001,PROD_004,Grocery,North,91,409,0,Sunny
2025-07-02,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2025-07-03,STORE_001,PROD_004,Grocery,North,126,374,1,Sunny
2025-07-04,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2025-07-05,STORE_001,PROD_004,Grocery,North,119,381,1,Sunny
2025-07-06,STORE_001,PROD_004,Grocery,North,86,414,0,Sunny
2025-07-07,STORE_001,PROD_004,Grocery,North,79,421,0,Sunny
2025-07-08,STORE_001,PROD_004,Grocery,North,85,415,0,Sunny
2025-07-09,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-07-10,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2025-07-11,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-07-12,STORE_001,PROD_004,Grocery,North,102,398,0,Sunny
2025-07-13,STORE_001,PROD_004,Grocery,North,92,408,0,Sunny
2025-07-14,STORE_001,PROD_004,Grocery,North,91,409,0,Sunny
2025-07-15,STORE_001,PROD_004,Grocery,North,86,414,0,Sunny
2025-07-16,STORE_001,PROD_004,Grocery,North,99,401,0,Sunny
2025-07-17,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2025-07-18,STORE_001,PROD_004,Grocery,North,129,371,1,Sunny
2025-07-19,STORE_001,PROD_004,Grocery,North,124,376,1,Sunny
2025-07-20,STORE_001,PROD_004,Grocery,North,89,411,0,Sunny
2025-07-21,STORE_001,PROD_004,Grocery,North,91,409,0,Sunny
2025-07-22,STORE_001,PROD_004,Grocery,North,93,407,0,Sunny
2025-07-23,STORE_001,PROD_004,Grocery,North,95,405,0,Sunny
2025-07-24,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2025-07-25,STORE_001,PROD_004,Grocery,North,118,382,0,Sunny
2025-07-26,STORE_001,PROD_004,Grocery,North,128,372,1,Sunny
2025-07-27,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-07-28,STORE_001,PROD_004,Grocery,North,80,420,0,Sunny
2025-07-29,STORE_001,PROD_004,Grocery,North,98,402,0,Sunny
2025-07-30,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-07-31,STORE_001,PROD_004,Grocery,North,108,392,0,Sunny
2025-08-01,STORE_001,PROD_004,Grocery,North,107,393,0,Sunny
2025-08-02,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2025-08-03,STORE_001,PROD_004,Grocery,North,100,400,0,Sunny
2025-08-04,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2025-08-05,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2025-08-06,STORE_001,PROD_004,Grocery,North,104,396,0,Sunny
2025-08-07,STORE_001,PROD_004,Grocery,North,138,362,1,Sunny
2025-08-08,STORE_001,PROD_004,Grocery,North,119,381,0,Sunny
2025-08-09,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-08-10,STORE_001,PROD_004,Grocery,North,98,402,0,Sunny
2025-08-11,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2025-08-12,STORE_001,PROD_004,Grocery,North,83,417,0,Sunny
2025-08-13,STORE_001,PROD_004,Grocery,North,103,397,0,Sunny
2025-08-14,STORE_001,PROD_004,Grocery,North,118,382,0,Sunny
2025-08-15,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2025-08-16,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2025-08-17,STORE_001,PROD_004,Grocery,North,95,405,0,Sunny
2025-08-18,STORE_001,PROD_004,Grocery,North,89,411,1,Sunny
2025-08-19,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2025-08-20,STORE_001,PROD_004,Grocery,North,101,399,0,Sunny
2025-08-21,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-08-22,STORE_001,PROD_004,Grocery,North,117,383,0,Sunny
2025-08-23,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2025-08-24,STORE_001,PROD_004,Grocery,North,107,393,0,Sunny
2025-08-25,STORE_001,PROD_004,Grocery,North,83,417,0,Sunny
2025-08-26,STORE_001,PROD_004,Grocery,North,104,396,1,Sunny
2025-08-27,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2025-08-28,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-08-29,STORE_001,PROD_004,Grocery,North,114,386,0,Sunny
2025-08-30,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2025-08-31,STORE_001,PROD_004,Grocery,North,98,402,0,Sunny
2025-09-01,STORE_001,PROD_004,Grocery,North,99,401,1,Sunny
2025-09-02,STORE_001,PROD_004,Grocery,North,93,407,0,Sunny
2025-09-03,STORE_001,PROD_004,Grocery,North,103,397,0,Sunny
2025-09-04,STORE_001,PROD_004,Grocery,North,122,378,0,Sunny
2025-09-05,STORE_001,PROD_004,Grocery,North,116,384,0,Sunny
2025-09-06,STORE_001,PROD_004,Grocery,North,101,399,0,Sunny
2025-09-07,STORE_001,PROD_004,Grocery,North,95,405,0,Sunny
2025-09-08,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2025-09-09,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-09-10,STORE_001,PROD_004,Grocery,North,94,406,0,Sunny
2025-09-11,STORE_001,PROD_004,Grocery,North,103,397,0,Sunny
2025-09-12,STORE_001,PROD_004,Grocery,North,116,384,0,Sunny
2025-09-13,STORE_001,PROD_004,Grocery,North,118,382,0,Sunny
2025-09-14,STORE_001,PROD_004,Grocery,North,97,403,0,Sunny
2025-09-15,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2025-09-16,STORE_001,PROD_004,Grocery,North,80,420,0,Sunny
2025-09-17,STORE_001,PROD_004,Grocery,North,100,400,0,Sunny
2025-09-18,STORE_001,PROD_004,Grocery,North,119,381,0,Sunny
2025-09-19,STORE_001,PROD_004,Grocery,North,117,383,0,Sunny
2025-09-20,STORE_001,PROD_004,Grocery,North,97,403,0,Sunny
2025-09-21,STORE_001,PROD_004,Grocery,North,94,406,0,Sunny
2025-09-22,STORE_001,PROD_004,Grocery,North,109,391,1,Sunny
2025-09-23,STORE_001,PROD_004,Grocery,North,70,430,0,Sunny
2025-09-24,STORE_001,PROD_004,Grocery,North,99,401,0,Sunny
2025-09-25,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2025-09-26,STORE_001,PROD_004,Grocery,North,120,380,0,Sunny
2025-09-27,STORE_001,PROD_004,Grocery,North,104,396,0,Sunny
2025-09-28,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-09-29,STORE_001,PROD_004,Grocery,North,85,415,0,Sunny
2025-09-30,STORE_001,PROD_004,Grocery,North,86,414,0,Sunny
2025-10-01,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2025-10-02,STORE_001,PROD_004,Grocery,North,108,392,0,Sunny
2025-10-03,STORE_001,PROD_004,Grocery,North,115,385,0,Sunny
2025-10-04,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2025-10-05,STORE_001,PROD_004,Grocery,North,95,405,0,Sunny
2025-10-06,STORE_001,PROD_004,Grocery,North,97,403,0,Sunny
2025-10-07,STORE_001,PROD_004,Grocery,North,92,408,0,Sunny
2025-10-08,STORE_001,PROD_004,Grocery,North,97,403,0,Sunny
2025-10-09,STORE_001,PROD_004,Grocery,North,121,379,0,Sunny
2025-10-10,STORE_001,PROD_004,Grocery,North,119,381,0,Sunny
2025-10-11,STORE_001,PROD_004,Grocery,North,104,396,0,Sunny
2025-10-12,STORE_001,PROD_004,Grocery,North,101,399,0,Sunny
2025-10-13,STORE_001,PROD_004,Grocery,North,77,423,0,Sunny
2025-10-14,STORE_001,PROD_004,Grocery,North,82,418,0,Sunny
2025-10-15,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2025-10-16,STORE_001,PROD_004,Grocery,North,100,400,0,Sunny
2025-10-17,STORE_001,PROD_004,Grocery,North,122,378,0,Sunny
2025-10-18,STORE_001,PROD_004,Grocery,North,108,392,0,Sunny
2025-10-19,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2025-10-20,STORE_001,PROD_004,Grocery,North,85,415,0,Sunny
2025-10-21,STORE_001,PROD_004,Grocery,North,94,406,0,Sunny
2025-10-22,STORE_001,PROD_004,Grocery,North,116,384,1,Sunny
2025-10-23,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-10-24,STORE_001,PROD_004,Grocery,North,127,373,0,Sunny
2025-10-25,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2025-10-26,STORE_001,PROD_004,Grocery,North,85,415,0,Sunny
2025-10-27,STORE_001,PROD_004,Grocery,North,82,418,0,Sunny
2025-10-28,STORE_001,PROD_004,Grocery,North,79,421,0,Sunny
2025-10-29,STORE_001,PROD_004,Grocery,North,104,396,0,Sunny
2025-10-30,STORE_001,PROD_004,Grocery,North,107,393,0,Sunny
2025-10-31,STORE_001,PROD_004,Grocery,North,109,391,0,Sunny
2025-11-01,STORE_001,PROD_004,Grocery,North,119,381,0,Sunny
2025-11-02,STORE_001,PROD_004,Grocery,North,106,394,1,Sunny
2025-11-03,STORE_001,PROD_004,Grocery,North,77,423,0,Sunny
2025-11-04,STORE_001,PROD_004,Grocery,North,82,418,0,Sunny
2025-11-05,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2025-11-06,STORE_001,PROD_004,Grocery,North,115,385,0,Sunny
2025-11-07,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2025-11-08,STORE_001,PROD_004,Grocery,North,103,397,0,Sunny
2025-11-09,STORE_001,PROD_004,Grocery,North,116,384,1,Sunny
2025-11-10,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2025-11-11,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2025-11-12,STORE_001,PROD_004,Grocery,North,103,397,0,Sunny
2025-11-13,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2025-11-14,STORE_001,PROD_004,Grocery,North,109,391,0,Sunny
2025-11-15,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-11-16,STORE_001,PROD_004,Grocery,North,95,405,0,Sunny
2025-11-17,STORE_001,PROD_004,Grocery,North,73,427,0,Sunny
2025-11-18,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2025-11-19,STORE_001,PROD_004,Grocery,North,113,387,0,Sunny
2025-11-20,STORE_001,PROD_004,Grocery,North,116,384,0,Sunny
2025-11-21,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2025-11-22,STORE_001,PROD_004,Grocery,North,122,378,1,Sunny
2025-11-23,STORE_001,PROD_004,Grocery,North,116,384,1,Sunny
2025-11-24,STORE_001,PROD_004,Grocery,North,93,407,0,Sunny
2025-11-25,STORE_001,PROD_004,Grocery,North,78,422,0,Sunny
2025-11-26,STORE_001,PROD_004,Grocery,North,102,398,0,Sunny
2025-11-27,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-11-28,STORE_001,PROD_004,Grocery,North,116,384,0,Sunny
2025-11-29,STORE_001,PROD_004,Grocery,North,98,402,0,Sunny
2025-11-30,STORE_001,PROD_004,Grocery,North,101,399,0,Sunny
2025-12-01,STORE_001,PROD_004,Grocery,North,94,406,0,Sunny
2025-12-02,STORE_001,PROD_004,Grocery,North,92,408,0,Sunny
2025-12-03,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-12-04,STORE_001,PROD_004,Grocery,North,109,391,0,Sunny
2025-12-05,STORE_001,PROD_004,Grocery,North,116,384,0,Sunny
2025-12-06,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2025-12-07,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-12-08,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2025-12-09,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2025-12-10,STORE_001,PROD_004,Grocery,North,108,392,0,Sunny
2025-12-11,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2025-12-12,STORE_001,PROD_004,Grocery,North,121,379,0,Sunny
2025-12-13,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2025-12-14,STORE_001,PROD_004,Grocery,North,100,400,0,Sunny
2025-12-15,STORE_001,PROD_004,Grocery,North,86,414,0,Sunny
2025-12-16,STORE_001,PROD_004,Grocery,North,92,408,0,Sunny
2025-12-17,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2025-12-18,STORE_001,PROD_004,Grocery,North,113,387,0,Sunny
2025-12-19,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2025-12-20,STORE_001,PROD_004,Grocery,North,104,396,0,Sunny
2025-12-21,STORE_001,PROD_004,Grocery,North,91,409,0,Sunny
2025-12-22,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2025-12-23,STORE_001,PROD_004,Grocery,North,94,406,0,Sunny
2025-12-24,STORE_001,PROD_004,Grocery,North,97,403,0,Sunny
2025-12-25,STORE_001,PROD_004,Grocery,North,113,387,0,Sunny
2025-12-26,STORE_001,PROD_004,Grocery,North,121,379,0,Sunny
2025-12-27,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2025-12-28,STORE_001,PROD_004,Grocery,North,103,397,1,Sunny
2025-12-29,STORE_001,PROD_004,Grocery,North,77,423,0,Sunny
2025-12-30,STORE_001,PROD_004,Grocery,North,91,409,0,Sunny
2025-12-31,STORE_001,PROD_004,Grocery,North,97,403,0,Sunny
2026-01-01,STORE_001,PROD_004,Grocery,North,102,398,0,Sunny
2026-01-02,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2026-01-03,STORE_001,PROD_004,Grocery,North,129,371,1,Sunny
2026-01-04,STORE_001,PROD_004,Grocery,North,91,409,0,Sunny
2026-01-05,STORE_001,PROD_004,Grocery,North,106,394,1,Sunny
2026-01-06,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2026-01-07,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2026-01-08,STORE_001,PROD_004,Grocery,North,113,387,0,Sunny
2026-01-09,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2026-01-10,STORE_001,PROD_004,Grocery,North,102,398,0,Sunny
2026-01-11,STORE_001,PROD_004,Grocery,North,98,402,0,Sunny
2026-01-12,STORE_001,PROD_004,Grocery,North,77,423,0,Sunny
2026-01-13,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2026-01-14,STORE_001,PROD_004,Grocery,North,117,383,1,Sunny
2026-01-15,STORE_001,PROD_004,Grocery,North,109,391,0,Sunny
2026-01-16,STORE_001,PROD_004,Grocery,North,120,380,0,Sunny
2026-01-17,STORE_001,PROD_004,Grocery,North,113,387,0,Sunny
2026-01-18,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2026-01-19,STORE_001,PROD_004,Grocery,North,70,430,0,Sunny
2026-01-20,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2026-01-21,STORE_001,PROD_004,Grocery,North,89,411,0,Sunny
2026-01-22,STORE_001,PROD_004,Grocery,North,117,383,0,Sunny
2026-01-23,STORE_001,PROD_004,Grocery,North,134,366,1,Sunny
2026-01-24,STORE_001,PROD_004,Grocery,North,98,402,0,Sunny
2026-01-25,STORE_001,PROD_004,Grocery,North,89,411,0,Sunny
2026-01-26,STORE_001,PROD_004,Grocery,North,79,421,0,Sunny
2026-01-27,STORE_001,PROD_004,Grocery,North,103,397,1,Sunny
2026-01-28,STORE_001,PROD_004,Grocery,North,89,411,0,Sunny
2026-01-29,STORE_001,PROD_004,Grocery,North,120,380,0,Sunny
2026-01-30,STORE_001,PROD_004,Grocery,North,129,371,1,Sunny
2026-01-31,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2026-02-01,STORE_001,PROD_004,Grocery,North,96,404,0,Sunny
2026-02-02,STORE_001,PROD_004,Grocery,North,92,408,0,Sunny
2026-02-03,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2026-02-04,STORE_001,PROD_004,Grocery,North,98,402,0,Sunny
2026-02-05,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2026-02-06,STORE_001,PROD_004,Grocery,North,128,372,1,Sunny
2026-02-07,STORE_001,PROD_004,Grocery,North,121,379,1,Sunny
2026-02-08,STORE_001,PROD_004,Grocery,North,112,388,1,Sunny
2026-02-09,STORE_001,PROD_004,Grocery,North,73,427,0,Sunny
2026-02-10,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2026-02-11,STORE_001,PROD_004,Grocery,North,117,383,1,Sunny
2026-02-12,STORE_001,PROD_004,Grocery,North,123,377,0,Sunny
2026-02-13,STORE_001,PROD_004,Grocery,North,122,378,0,Sunny
2026-02-14,STORE_001,PROD_004,Grocery,North,109,391,0,Sunny
2026-02-15,STORE_001,PROD_004,Grocery,North,99,401,0,Sunny
2026-02-16,STORE_001,PROD_004,Grocery,North,79,421,0,Sunny
2026-02-17,STORE_001,PROD_004,Grocery,North,89,411,0,Sunny
2026-02-18,STORE_001,PROD_004,Grocery,North,124,376,1,Sunny
2026-02-19,STORE_001,PROD_004,Grocery,North,126,374,1,Sunny
2026-02-20,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2026-02-21,STORE_001,PROD_004,Grocery,North,108,392,0,Sunny
2026-02-22,STORE_001,PROD_004,Grocery,North,85,415,0,Sunny
2026-02-23,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2026-02-24,STORE_001,PROD_004,Grocery,North,95,405,0,Sunny
2026-02-25,STORE_001,PROD_004,Grocery,North,114,386,1,Sunny
2026-02-26,STORE_001,PROD_004,Grocery,North,126,374,1,Sunny
2026-02-27,STORE_001,PROD_004,Grocery,North,121,379,0,Sunny
2026-02-28,STORE_001,PROD_004,Grocery,North,127,373,1,Sunny
2026-03-01,STORE_001,PROD_004,Grocery,North,99,401,0,Sunny
2026-03-02,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2026-03-03,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2026-03-04,STORE_001,PROD_004,Grocery,North,100,400,0,Sunny
2026-03-05,STORE_001,PROD_004,Grocery,North,122,378,0,Sunny
2026-03-06,STORE_001,PROD_004,Grocery,North,119,381,0,Sunny
2026-03-07,STORE_001,PROD_004,Grocery,North,122,378,1,Sunny
2026-03-08,STORE_001,PROD_004,Grocery,North,95,405,0,Sunny
2026-03-09,STORE_001,PROD_004,Grocery,North,83,417,0,Sunny
2026-03-10,STORE_001,PROD_004,Grocery,North,85,415,0,Sunny
2026-03-11,STORE_001,PROD_004,Grocery,North,123,377,1,Sunny
2026-03-12,STORE_001,PROD_004,Grocery,North,113,387,0,Sunny
2026-03-13,STORE_001,PROD_004,Grocery,North,109,391,0,Sunny
2026-03-14,STORE_001,PROD_004,Grocery,North,107,393,0,Sunny
2026-03-15,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2026-03-16,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2026-03-17,STORE_001,PROD_004,Grocery,North,85,415,0,Sunny
2026-03-18,STORE_001,PROD_004,Grocery,North,99,401,0,Sunny
2026-03-19,STORE_001,PROD_004,Grocery,North,109,391,0,Sunny
2026-03-20,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2026-03-21,STORE_001,PROD_004,Grocery,North,116,384,0,Sunny
2026-03-22,STORE_001,PROD_004,Grocery,North,94,406,0,Sunny
2026-03-23,STORE_001,PROD_004,Grocery,North,95,405,0,Sunny
2026-03-24,STORE_001,PROD_004,Grocery,North,89,411,0,Sunny
2026-03-25,STORE_001,PROD_004,Grocery,North,104,396,0,Sunny
2026-03-26,STORE_001,PROD_004,Grocery,North,108,392,0,Sunny
2026-03-27,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2026-03-28,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2026-03-29,STORE_001,PROD_004,Grocery,North,103,397,0,Sunny
2026-03-30,STORE_001,PROD_004,Grocery,North,80,420,0,Sunny
2026-03-31,STORE_001,PROD_004,Grocery,North,77,423,0,Sunny
2026-04-01,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2026-04-02,STORE_001,PROD_004,Grocery,North,116,384,0,Sunny
2026-04-03,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2026-04-04,STORE_001,PROD_004,Grocery,North,119,381,0,Sunny
2026-04-05,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2026-04-06,STORE_001,PROD_004,Grocery,North,75,425,0,Sunny
2026-04-07,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2026-04-08,STORE_001,PROD_004,Grocery,North,120,380,1,Sunny
2026-04-09,STORE_001,PROD_004,Grocery,North,114,386,0,Sunny
2026-04-10,STORE_001,PROD_004,Grocery,North,116,384,0,Sunny
2026-04-11,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2026-04-12,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2026-04-13,STORE_001,PROD_004,Grocery,North,88,412,0,Sunny
2026-04-14,STORE_001,PROD_004,Grocery,North,92,408,0,Sunny
2026-04-15,STORE_001,PROD_004,Grocery,North,106,394,0,Sunny
2026-04-16,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2026-04-17,STORE_001,PROD_004,Grocery,North,133,367,1,Sunny
2026-04-18,STORE_001,PROD_004,Grocery,North,124,376,1,Sunny
2026-04-19,STORE_001,PROD_004,Grocery,North,86,414,0,Sunny
2026-04-20,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2026-04-21,STORE_001,PROD_004,Grocery,North,82,418,0,Sunny
2026-04-22,STORE_001,PROD_004,Grocery,North,92,408,0,Sunny
2026-04-23,STORE_001,PROD_004,Grocery,North,116,384,0,Sunny
2026-04-24,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2026-04-25,STORE_001,PROD_004,Grocery,North,102,398,0,Sunny
2026-04-26,STORE_001,PROD_004,Grocery,North,121,379,1,Sunny
2026-04-27,STORE_001,PROD_004,Grocery,North,89,411,0,Sunny
2026-04-28,STORE_001,PROD_004,Grocery,North,96,404,1,Sunny
2026-04-29,STORE_001,PROD_004,Grocery,North,102,398,0,Sunny
2026-04-30,STORE_001,PROD_004,Grocery,North,114,386,0,Sunny
2026-05-01,STORE_001,PROD_004,Grocery,North,113,387,0,Sunny
2026-05-02,STORE_001,PROD_004,Grocery,North,105,395,0,Sunny
2026-05-03,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2026-05-04,STORE_001,PROD_004,Grocery,North,98,402,0,Sunny
2026-05-05,STORE_001,PROD_004,Grocery,North,87,413,0,Sunny
2026-05-06,STORE_001,PROD_004,Grocery,North,122,378,1,Sunny
2026-05-07,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2026-05-08,STORE_001,PROD_004,Grocery,North,110,390,0,Sunny
2026-05-09,STORE_001,PROD_004,Grocery,North,111,389,0,Sunny
2026-05-10,STORE_001,PROD_004,Grocery,North,94,406,0,Sunny
2026-05-11,STORE_001,PROD_004,Grocery,North,84,416,0,Sunny
2026-05-12,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2026-05-13,STORE_001,PROD_004,Grocery,North,99,401,0,Sunny
2026-05-14,STORE_001,PROD_004,Grocery,North,122,378,0,Sunny
2026-05-15,STORE_001,PROD_004,Grocery,North,119,381,0,Sunny
2026-05-16,STORE_001,PROD_004,Grocery,North,109,391,0,Sunny
2026-05-17,STORE_001,PROD_004,Grocery,North,85,415,0,Sunny
2026-05-18,STORE_001,PROD_004,Grocery,North,89,411,0,Sunny
2026-05-19,STORE_001,PROD_004,Grocery,North,91,409,0,Sunny
2026-05-20,STORE_001,PROD_004,Grocery,North,94,406,0,Sunny
2026-05-21,STORE_001,PROD_004,Grocery,North,103,397,0,Sunny
2026-05-22,STORE_001,PROD_004,Grocery,North,119,381,0,Sunny
2026-05-23,STORE_001,PROD_004,Grocery,North,112,388,0,Sunny
2026-05-24,STORE_001,PROD_004,Grocery,North,90,410,0,Sunny
2026-05-25,STORE_001,PROD_004,Grocery,North,101,399,1,Sunny
2026-05-26,STORE_001,PROD_004,Grocery,North,89,411,0,Sunny
2026-05-27,STORE_001,PROD_004,Grocery,North,117,383,1,Sunny
